Gender,Year,yrs_lost
Female,2000,2.1867450439414737
Female,2001,2.7437329250783913
Female,2002,2.953917282346914
Female,2003,0.8270017409438183
Female,2004,2.5448142212977762
Female,2005,1.9454002036044309
Female,2006,1.7428507824339858
Female,2007,1.7731264011752088
Female,2008,2.467723835113965
Female,2009,1.5677965187075478
Female,2010,1.4785862558539171
Female,2011,1.7032038750201794
Female,2012,1.6310616859764586
Female,2013,2.242165128944365
Female,2014,1.2787977611148689
Female,2015,1.1056307874391094
Female,2016,1.323449723423349
Female,2017,1.5055781162563386
Female,2018,2.317088687112147
Female,2019,2.222381228925883
Female,2020,1.0426037303504176
Female,2021,1.7080900770830927
Female,2022,2.1195135365714095
Male,2000,2.4327853881854393
Male,2001,1.287153559970466
Male,2002,2.3975306416861972
Male,2003,1.9854384659826614
Male,2004,1.676496194161432
Male,2005,1.335243666962709
Male,2006,1.6195880663255529
Male,2007,1.4645179279515912
Male,2008,1.4621337122720632
Male,2009,1.3805418086351855
Male,2010,2.009871581625707
Male,2011,1.3336107197137248
Male,2012,1.6484491598291382
Male,2013,1.7868588374242953
Male,2014,1.8758900751130927
Male,2015,2.2818736263193697
Male,2016,1.2325172874375392
Male,2017,1.891873738825193
Male,2018,1.6399242076262677
Male,2019,2.2734692134631636
Male,2020,1.4713808220382165
Male,2021,1.555906073717499
Male,2022,2.070089964445842
