Five-Year Age Groups,Gender,Deaths,Year
< 1 year,Female,36,1999
< 1 year,Female,30,2000
< 1 year,Female,47,2001
< 1 year,Female,30,2002
< 1 year,Female,45,2003
< 1 year,Female,35,2004
< 1 year,Female,37,2005
< 1 year,Female,44,2006
< 1 year,Female,49,2007
< 1 year,Female,37,2008
< 1 year,Female,41,2009
< 1 year,Female,42,2010
< 1 year,Female,41,2011
< 1 year,Female,31,2012
< 1 year,Female,36,2013
< 1 year,Female,44,2014
< 1 year,Female,30,2015
< 1 year,Female,39,2016
< 1 year,Female,39,2017
< 1 year,Female,31,2018
< 1 year,Female,39,2019
< 1 year,Female,43,2020
< 1 year,Male,58,1999
< 1 year,Male,40,2000
< 1 year,Male,59,2001
< 1 year,Male,52,2002
< 1 year,Male,60,2003
< 1 year,Male,59,2004
< 1 year,Male,57,2005
< 1 year,Male,58,2006
< 1 year,Male,67,2007
< 1 year,Male,43,2008
< 1 year,Male,51,2009
< 1 year,Male,53,2010
< 1 year,Male,52,2011
< 1 year,Male,43,2012
< 1 year,Male,50,2013
< 1 year,Male,47,2014
< 1 year,Male,65,2015
< 1 year,Male,64,2016
< 1 year,Male,45,2017
< 1 year,Male,44,2018
< 1 year,Male,49,2019
< 1 year,Male,40,2020
1-4 years,Female,32,1999
1-4 years,Female,42,2000
1-4 years,Female,26,2001
1-4 years,Female,37,2002
1-4 years,Female,34,2003
1-4 years,Female,30,2004
1-4 years,Female,33,2005
1-4 years,Female,24,2006
1-4 years,Female,38,2007
1-4 years,Female,40,2008
1-4 years,Female,30,2009
1-4 years,Female,28,2010
1-4 years,Female,24,2011
1-4 years,Female,27,2012
1-4 years,Female,24,2013
1-4 years,Female,24,2014
1-4 years,Female,32,2015
1-4 years,Female,37,2016
1-4 years,Female,28,2017
1-4 years,Female,28,2018
1-4 years,Female,28,2019
1-4 years,Female,14,2020
1-4 years,Male,50,1999
1-4 years,Male,40,2000
1-4 years,Male,47,2001
1-4 years,Male,40,2002
1-4 years,Male,39,2003
1-4 years,Male,38,2004
1-4 years,Male,43,2005
1-4 years,Male,49,2006
1-4 years,Male,34,2007
1-4 years,Male,51,2008
1-4 years,Male,42,2009
1-4 years,Male,43,2010
1-4 years,Male,30,2011
1-4 years,Male,27,2012
1-4 years,Male,29,2013
1-4 years,Male,28,2014
1-4 years,Male,32,2015
1-4 years,Male,37,2016
1-4 years,Male,31,2017
1-4 years,Male,30,2018
