age_cat,excess_yrs_lost,ratio_excess_yrs_lost,male_years_lost,female_years_lost,exc_pll_number,Year,age
20-24 years,69.64164471000156,2.0189984265231273,137.9848755701534,68.34323086015185,23405.21409612152,2020-2022,6
25-29 years,82.81212018520476,1.853059343509238,179.888743066492,97.07662288128724,28658.729151524876,2020-2022,7
30-34 years,92.13491057365677,1.8455815077081081,201.09532389133003,108.96041331767326,32321.27397785166,2020-2022,8
35-39 years,95.58355003539737,1.8637516150045312,206.24447196594093,110.66092193054357,32024.045925754937,2020-2022,9
40-44 years,79.29717318781627,1.6531028054174266,200.7132389741728,121.41606578635654,24994.428547241365,2020-2022,10
45-49 years,62.27113161906752,1.491791451132149,188.892144399411,126.62101278034348,18428.300742386175,2020-2022,11
5-9 years,-2.4840889556283265,0.8929927143341163,20.730115013478706,23.214203969107032,-768.946183967542,2020-2022,3
50-54 years,81.47937769857725,1.6232418350302569,212.21414728384048,130.73476958526322,25195.56730682734,2020-2022,12
55-59 years,95.01818002207827,1.6341233093784429,244.8599830543836,149.84180303230534,29945.84409939617,2020-2022,13
60-64 years,94.5337615213817,1.5646140443844783,261.9645267699489,167.4307652485672,28935.59800298785,2020-2022,14
65-69 years,97.98828563073255,1.5436362441864218,278.2343355926456,180.24604996191306,25489.168503794335,2020-2022,15
70-74 years,41.58391306366639,1.1774864490460368,275.87736637896865,234.29345331530226,8712.176180833929,2020-2022,16
75-79 years,18.194635487726885,1.0595599976198216,323.6787895312747,305.4841540435478,2521.0086649813643,2020-2022,17
80-84 years,-13.010761824465988,0.9696333357204133,415.44465575698354,428.4554175814495,-1076.1011147893182,2020-2022,18
< 1 year,983.0168498084831,1.1958262637813766,6002.858574950817,5019.841725142333,55171.918997186105,2020-2022,1
