Five-Year Age Groups,Gender,Deaths,Year
< 1 year,Female,12291,1999
< 1 year,Female,12317,2000
< 1 year,Female,12091,2001
< 1 year,Female,12317,2002
< 1 year,Female,12123,2003
< 1 year,Female,12218,2004
< 1 year,Female,12422,2005
< 1 year,Female,12547,2006
< 1 year,Female,12845,2007
< 1 year,Female,12390,2008
< 1 year,Female,11589,2009
< 1 year,Female,10884,2010
< 1 year,Female,10658,2011
< 1 year,Female,10490,2012
< 1 year,Female,10321,2013
< 1 year,Female,10329,2014
< 1 year,Female,10447,2015
< 1 year,Female,10294,2016
< 1 year,Female,9867,2017
< 1 year,Female,9399,2018
< 1 year,Female,9247,2019
< 1 year,Female,8723,2020
< 1 year,Male,15646,1999
< 1 year,Male,15718,2000
< 1 year,Male,15477,2001
< 1 year,Male,15717,2002
< 1 year,Male,15902,2003
< 1 year,Male,15718,2004
< 1 year,Male,16018,2005
< 1 year,Male,15980,2006
< 1 year,Male,16293,2007
< 1 year,Male,15669,2008
< 1 year,Male,14823,2009
< 1 year,Male,13702,2010
< 1 year,Male,13327,2011
< 1 year,Male,13139,2012
< 1 year,Male,13119,2013
< 1 year,Male,12886,2014
< 1 year,Male,13008,2015
< 1 year,Male,12867,2016
< 1 year,Male,12468,2017
< 1 year,Male,12068,2018
< 1 year,Male,11674,2019
< 1 year,Male,10859,2020
1-4 years,Female,2274,1999
1-4 years,Female,2155,2000
1-4 years,Female,2208,2001
1-4 years,Female,2052,2002
1-4 years,Female,2139,2003
1-4 years,Female,2136,2004
1-4 years,Female,1991,2005
1-4 years,Female,2090,2006
1-4 years,Female,2069,2007
1-4 years,Female,2037,2008
1-4 years,Female,1955,2009
1-4 years,Female,1856,2010
1-4 years,Female,1841,2011
1-4 years,Female,1823,2012
1-4 years,Female,1745,2013
1-4 years,Female,1658,2014
1-4 years,Female,1684,2015
1-4 years,Female,1789,2016
1-4 years,Female,1648,2017
1-4 years,Female,1587,2018
1-4 years,Female,1635,2019
1-4 years,Female,1503,2020
1-4 years,Male,2975,1999
1-4 years,Male,2824,2000
1-4 years,Male,2899,2001
1-4 years,Male,2806,2002
1-4 years,Male,2826,2003
1-4 years,Male,2649,2004
1-4 years,Male,2765,2005
1-4 years,Male,2541,2006
1-4 years,Male,2634,2007
1-4 years,Male,2693,2008
1-4 years,Male,2495,2009
1-4 years,Male,2460,2010
1-4 years,Male,2405,2011
1-4 years,Male,2395,2012
1-4 years,Male,2323,2013
1-4 years,Male,2172,2014
1-4 years,Male,2281,2015
1-4 years,Male,2256,2016
1-4 years,Male,2232,2017
1-4 years,Male,2243,2018
1-4 years,Male,2041,2019
1-4 years,Male,2026,2020
5-9 years,Female,1510,1999
5-9 years,Female,1403,2000
5-9 years,Female,1366,2001
5-9 years,Female,1316,2002
5-9 years,Female,1258,2003
5-9 years,Female,1243,2004
5-9 years,Female,1281,2005
5-9 years,Female,1184,2006
5-9 years,Female,1192,2007
5-9 years,Female,1106,2008
5-9 years,Female,1125,2009
5-9 years,Female,1005,2010
5-9 years,Female,1071,2011
5-9 years,Female,1014,2012
5-9 years,Female,1044,2013
5-9 years,Female,1000,2014
5-9 years,Female,1025,2015
5-9 years,Female,1113,2016
5-9 years,Female,1055,2017
5-9 years,Female,1044,2018
5-9 years,Female,1043,2019
5-9 years,Female,965,2020
5-9 years,Male,1964,1999
5-9 years,Male,1850,2000
5-9 years,Male,1727,2001
5-9 years,Male,1702,2002
5-9 years,Male,1640,2003
5-9 years,Male,1645,2004
5-9 years,Male,1556,2005
5-9 years,Male,1551,2006
5-9 years,Male,1519,2007
5-9 years,Male,1396,2008
5-9 years,Male,1398,2009
5-9 years,Male,1325,2010
5-9 years,Male,1380,2011
5-9 years,Male,1320,2012
5-9 years,Male,1383,2013
5-9 years,Male,1357,2014
5-9 years,Male,1377,2015
5-9 years,Male,1377,2016
5-9 years,Male,1299,2017
5-9 years,Male,1286,2018
5-9 years,Male,1290,2019
5-9 years,Male,1245,2020
10-14 years,Female,1593,1999
10-14 years,Female,1609,2000
10-14 years,Female,1561,2001
10-14 years,Female,1636,2002
10-14 years,Female,1546,2003
10-14 years,Female,1592,2004
10-14 years,Female,1468,2005
10-14 years,Female,1340,2006
10-14 years,Female,1370,2007
10-14 years,Female,1265,2008
10-14 years,Female,1278,2009
10-14 years,Female,1220,2010
10-14 years,Female,1151,2011
10-14 years,Female,1150,2012
10-14 years,Female,1219,2013
10-14 years,Female,1122,2014
10-14 years,Female,1233,2015
10-14 years,Female,1249,2016
10-14 years,Female,1247,2017
10-14 years,Female,1325,2018
10-14 years,Female,1268,2019
10-14 years,Female,1296,2020
10-14 years,Male,2528,1999
10-14 years,Male,2551,2000
10-14 years,Male,2441,2001
10-14 years,Male,2496,2002
10-14 years,Male,2510,2003
10-14 years,Male,2354,2004
10-14 years,Male,2297,2005
10-14 years,Male,2074,2006
10-14 years,Male,2066,2007
10-14 years,Male,1884,2008
10-14 years,Male,1850,2009
10-14 years,Male,1729,2010
10-14 years,Male,1799,2011
10-14 years,Male,1716,2012
10-14 years,Male,1694,2013
10-14 years,Male,1771,2014
10-14 years,Male,1776,2015
10-14 years,Male,1764,2016
10-14 years,Male,1970,2017
10-14 years,Male,1795,2018
10-14 years,Male,1896,2019
10-14 years,Male,2117,2020
15-19 years,Female,3998,1999
15-19 years,Female,3866,2000
15-19 years,Female,3789,2001
15-19 years,Female,3968,2002
15-19 years,Female,3889,2003
15-19 years,Female,4028,2004
15-19 years,Female,3817,2005
15-19 years,Female,3821,2006
15-19 years,Female,3741,2007
15-19 years,Female,3449,2008
15-19 years,Female,3344,2009
15-19 years,Female,3021,2010
15-19 years,Female,2976,2011
15-19 years,Female,2850,2012
15-19 years,Female,2721,2013
15-19 years,Female,2758,2014
15-19 years,Female,2999,2015
15-19 years,Female,3099,2016
