age_cat,unadj_excess_deaths_number,unadj_excess_deaths_rate,ratio_unadj_excess_deaths_rate,male_death_rate,female_death_rate,Year,age
1-4 years,241.4094328938852,0.5054850478567907,1.1892530715726142,3.1764327035879263,2.6709476557311356,2000-2005,2
10-14 years,283.5603028366652,0.4365148816481361,1.177731758424233,2.8925468565651133,2.4560319749169772,2000-2005,4
15-19 years,820.0482751822631,1.2775593248157797,1.4190436916672735,4.326309014216139,3.048749689400359,2000-2005,5
20-24 years,1027.089263317277,1.6569776797034583,1.3898004015917265,5.907813935739343,4.2508362560358846,2000-2005,6
25-29 years,329.26835585603703,0.570929122309412,1.0815882682223978,7.568615612640853,6.997686490331441,2000-2005,7
30-34 years,-1307.8945484205633,-2.130688510646536,0.844388940172207,11.561709144150386,13.692397654796922,2000-2005,8
35-39 years,-4422.524308589407,-6.838254089584996,0.7487419708058323,20.377807866789407,27.216061956374404,2000-2005,9
40-44 years,-6197.201460206859,-9.146181004265046,0.8250178956325979,43.12305554041163,52.26923654467667,2000-2005,10
45-49 years,-822.1392940336445,-1.3009503288332809,0.9858782966270808,90.82322863728747,92.12417896612075,2000-2005,11
5-9 years,240.4496637535242,0.39462745237798336,1.1524196459718903,2.9837126707674937,2.5890852183895103,2000-2005,3
50-54 years,11331.429207107678,20.363445807876246,1.1342259250403184,172.0736746758056,151.71022886792935,2000-2005,12
55-59 years,26330.189590955328,58.72480263758624,1.239309208385443,304.11779454870924,245.392991911123,2000-2005,13
60-64 years,44705.21866356474,131.09129461459406,1.3422336214103283,514.1375133770088,383.0462187624147,2000-2005,14
65-69 years,66666.42565371195,243.38031973029058,1.4447613628924432,790.5958380646639,547.2155183343733,2000-2005,15
70-74 years,91405.82967274915,392.00791304888014,1.518932118884014,1147.420613060416,755.4127000115358,2000-2005,16
75-79 years,109401.47636881619,586.2958902649838,1.6029505720534512,1558.673921632054,972.3780313670703,2000-2005,17
80-84 years,99084.06882992692,820.2571421233085,1.6857127159371275,2016.4682128226557,1196.2110706993471,2000-2005,18
< 1 year,-15.024037095896347,-0.12365175636167436,0.9651433892245928,3.423788847040752,3.547440603402426,2000-2005,1
1-4 years,135.7576691796669,0.23572298576566553,1.094325789530029,2.7347530701162732,2.4990300843506077,2006-2012,2
10-14 years,168.99592934890688,0.2273092147455822,1.1016820189150935,2.4627999846071638,2.2354907698615816,2006-2012,4
15-19 years,827.9724922746873,1.0517094877060695,1.4019230273235217,3.6684032728559117,2.616693785149842,2006-2012,5
20-24 years,1418.027327857989,1.835698859558447,1.4821627012348915,5.642917574023389,3.8072187144649416,2006-2012,6
25-29 years,778.7165009401369,1.0555788667912198,1.1649374584464587,7.455452350557051,6.399873483765831,2006-2012,7
30-34 years,-1160.042662025844,-1.66717790908662,0.8650178143574178,10.683917912558469,12.351095821645089,2006-2012,8
35-39 years,-4093.1820397898773,-5.7629295631387905,0.7555314139174678,17.810363249186945,23.573292812325736,2006-2012,9
40-44 years,-7365.465689512319,-9.918431999371727,0.7793942865263366,35.041564018844824,44.95999601821655,2006-2012,10
45-49 years,-4878.691591576186,-6.262323789867011,0.9250731082938775,77.31679776810482,83.57912155797183,2006-2012,11
5-9 years,232.40187199669413,0.3237456343750096,1.1394468576987584,2.645387295705125,2.3216416613301156,2006-2012,3
50-54 years,13324.610683387786,17.796584245378,1.1274370308348924,157.44660691763625,139.65002267225825,2006-2012,12
55-59 years,41498.36245185367,63.14042697797424,1.2956805507828157,276.6831399187127,213.54271294073845,2006-2012,13
60-64 years,61975.7288621231,115.26613165110876,1.3515091544847924,443.1839971759897,327.91786552488094,2006-2012,14
65-69 years,76630.50212878064,192.77289305559424,1.394737060735378,681.1306183131791,488.35772525758483,2006-2012,15
70-74 years,89070.08683166752,303.59263488349086,1.4436934318236787,987.8322767363295,684.2396418528386,2006-2012,16
75-79 years,106470.52247935737,475.6090094089776,1.5246029739281224,1382.2165450996588,906.6075356906812,2006-2012,17
80-84 years,114729.72657246137,720.7090201378212,1.632592761541318,1860.002834347467,1139.2938142096457,2006-2012,18
< 1 year,47.439601757289154,0.3290846448834652,1.110181061590683,3.3158469807374957,2.9867623358540305,2006-2012,1
1-4 years,191.95652871971333,0.33681896861961746,1.1549231590085918,2.5109223807565857,2.1741034121369682,2013-2019,2
