Gender,Year,yrs_lost
Female,2000,4541.201215604988
Female,2001,4530.983360351987
Female,2002,4487.591769732608
Female,2003,4453.244343775589
Female,2004,4443.489033281579
Female,2005,4244.12238413973
Female,2006,4250.26861022526
Female,2007,4192.031861750031
Female,2008,4137.009793315728
Female,2009,4150.454797455652
Female,2010,4106.303842112547
Female,2011,4025.800466808482
Female,2012,3992.446208836322
Female,2013,3918.9598441671255
Female,2014,3896.345651472999
Female,2015,3806.367364160147
Female,2016,3785.267963238121
Female,2017,3682.7399493228627
Female,2018,3615.0231006399054
Female,2019,3548.8513810253903
Female,2020,3387.8476638268107
Female,2021,3383.3844155967554
Female,2022,3410.965111823343
Male,2000,5505.491664142994
Male,2001,5449.79648953224
Male,2002,5385.9932662321835
Male,2003,5323.0395064556005
Male,2004,5302.095895799135
Male,2005,5094.479468631526
Male,2006,5058.280500601527
Male,2007,5003.152976758467
Male,2008,4964.670666009531
Male,2009,4940.511704912641
Male,2010,4909.9992562424095
Male,2011,4810.160972967825
Male,2012,4754.516184342757
Male,2013,4642.933360235041
Male,2014,4598.258031095182
Male,2015,4501.932984064499
Male,2016,4427.204878836673
Male,2017,4288.273463280203
Male,2018,4199.605129797043
Male,2019,4109.084783042318
Male,2020,3917.4394097962504
Male,2021,3749.4917982680126
Male,2022,3793.69054152701
