mrr,excess_aamr,Year
1.5727255294580498,291.10378199384195,2000
1.558749036396391,280.59293931565395,2001
1.5533998847443726,275.704741417994,2002
1.5474710867482409,268.849867843758,2003
1.5379577147630186,255.94500948799794,2004
1.5378995354922957,254.84702983248195,2005
1.535035904949334,247.332925438492,2006
1.532506197432917,240.58223507296094,2007
1.5237941262383132,235.96511857664598,2008
1.5193329959489819,227.78711713741905,2009
1.5218833062639863,225.64635184677695,2010
1.5109922442663248,220.052513436222,2011
1.5107040566613663,217.269443670969,2012
1.5122312058052292,217.61781919239905,2013
1.5116959530140404,216.302411306873,2014
1.5142357319347597,219.13666132658,2015
1.5245346214833393,222.93643846359004,2016
1.5289188419264945,224.287206804962,2017
1.5386564348617593,224.91555926518805,2018
1.5473597490305455,225.51659633514407,2019
1.5935064181642948,282.24967877731996,2020
1.5633973014605616,286.48958294791305,2021
1.5474820169437993,254.19648253790206,2022
