age_cat,excess_yrs_lost,ratio_excess_yrs_lost,male_years_lost,female_years_lost,exc_pll_number,Year,age
1-4 years,18.155666779416435,1.3550547012147873,69.2905108394964,51.13484406007997,8670.779164710342,2000-2005,2
10-14 years,-2.137392492507427,0.9019279961111242,19.656722114646723,21.79411460715415,-1388.4513173247708,2000-2005,4
15-19 years,-0.14944324921594898,0.9943476684188362,26.289778701945245,26.439221951161194,-95.92562660434062,2000-2005,5
20-24 years,5.872641722870647,1.130614782340107,50.83418143266336,44.96153970979271,3640.1982565926824,2000-2005,6
25-29 years,21.23706827468874,1.3192262379537654,87.76376861992969,66.52670034524095,12247.920592531107,2000-2005,7
30-34 years,67.86959403442229,1.5766568210015663,185.56454112018292,117.69494708576063,41660.839488078185,2000-2005,8
35-39 years,137.75935268329914,1.5437343592411445,391.1171740936678,253.35782141036867,89093.513928554,2000-2005,9
40-44 years,307.20331651132,1.700434352915644,745.79305048503,438.58973397371,208152.5437531317,2000-2005,10
45-49 years,591.841916199671,2.012488617146274,1176.3837136845584,584.5417974848874,374016.1975286816,2000-2005,11
5-9 years,4.390908203645303,1.2533359369129056,21.72326245686306,17.33235425321776,2675.415495746712,2000-2005,3
50-54 years,737.2749542634447,2.1365780230121865,1385.9545339631302,648.6795796996855,410263.51970246754,2000-2005,12
55-59 years,589.465503207074,1.7943298824384735,1331.5570652134074,742.0915620063334,264296.1365499121,2000-2005,13
60-64 years,466.4068702822152,1.5243202683954786,1355.9526277054604,889.5457574232452,159055.72664803054,2000-2005,14
65-69 years,289.71145005372114,1.2667795967732407,1375.6694976624826,1085.9580476087615,79357.38956805922,2000-2005,15
70-74 years,152.36638557875017,1.116667409411015,1458.3556618295752,1305.989276250825,35527.792742099715,2000-2005,16
75-79 years,27.137989647355425,1.0176180581951564,1567.488767624491,1540.3507779771355,5063.886993580127,2000-2005,17
80-84 years,-126.69117586319408,0.9319619896440028,1735.3735023997974,1862.0646782629915,-15303.831621481944,2000-2005,18
< 1 year,283.4628561240654,1.311595639790504,1193.1766644258983,909.7138083018328,34441.53638432822,2000-2005,1
1-4 years,3.812397324671032,1.0874906859328455,47.38729085787844,43.57489353320741,2195.637277811551,2006-2012,2
10-14 years,-0.24303629248164782,0.9858654666230604,16.951467834422218,17.194504126903865,-180.68842549748436,2006-2012,4
15-19 years,5.320057656229835,1.2420865015374967,27.295911834145716,21.97585417791588,4188.287210645297,2006-2012,5
20-24 years,8.82775248064462,1.1908507988838553,55.08248409440571,46.25473161376109,6819.198146765347,2006-2012,6
25-29 years,31.424994826163342,1.394276567533967,111.127917631628,79.70292280546465,23182.694143432418,2006-2012,7
30-34 years,63.57398975742433,1.4692459156989892,199.05516845393882,135.4811786965145,44235.5551329313,2006-2012,8
35-39 years,123.83019094487582,1.5362501291603596,354.74890631892055,230.91871537404472,87951.71067182971,2006-2012,9
40-44 years,233.90983651935676,1.5654088125630765,647.6102092797512,413.70037276039443,173702.3428130466,2006-2012,10
45-49 years,436.5264985202258,1.6860408679403371,1072.824595207651,636.2980966874253,340077.93740669027,2006-2012,11
5-9 years,-0.5831093454068146,0.9652717930405154,16.20754575772286,16.790655103129673,-418.5869678611217,2006-2012,3
50-54 years,700.0952064679451,1.8928104761129638,1484.2428225621863,784.1476160942412,524173.3997305745,2006-2012,12
55-59 years,783.8013822913312,1.9391553641076047,1618.382551974696,834.5811696833649,515144.977780021,2006-2012,13
60-64 years,569.5878631578653,1.6326430484240029,1469.918412235712,900.3305490778466,306253.21128219157,2006-2012,14
65-69 years,349.21102949016733,1.3461725940454587,1357.9882565063233,1008.777227016156,138817.32080984287,2006-2012,15
70-74 years,138.0137104282719,1.1134412945819228,1354.6228027073093,1216.6090922790374,40491.407759362846,2006-2012,16
75-79 years,14.164158968701713,1.0098966071300026,1445.377784268798,1431.2136253000963,3170.8091647640704,2006-2012,17
80-84 years,-59.11810378058226,0.9638005965398854,1574.005597987596,1633.1237017681783,-9411.015670279194,2006-2012,18
< 1 year,172.85219768257252,1.273274201461129,805.3751243195362,632.5229266369637,24917.721165134393,2006-2012,1
1-4 years,7.2458105454829,1.282086898525806,32.93225888232416,25.686448336841263,4129.4605400991095,2013-2019,2
10-14 years,2.3753701454861,1.156011551551783,17.60097441554985,15.22560427006375,1758.3685815756364,2013-2019,4
15-19 years,2.8286387436613154,1.1310839073645564,24.407479354466513,21.578840610805198,2137.062933749215,2013-2019,5
20-24 years,11.683249359495143,1.2989318753198429,50.76656674408193,39.083317384586785,9369.11918440153,2013-2019,6
25-29 years,34.584800941912704,1.3534783952641953,132.42614402050023,97.84134307858753,28044.046955368092,2013-2019,7
30-34 years,77.9221248831116,1.379479905038467,283.26139014727045,205.33926526415885,59987.60913951957,2013-2019,8
35-39 years,123.40464008260193,1.3898308052837685,439.96412796805095,316.559487885449,89549.91848437779,2013-2019,9
40-44 years,194.26867139988832,1.4269416679376707,649.2925915018953,455.023920102007,135684.08419097544,2013-2019,10
45-49 years,336.858129748584,1.5123581932582446,994.3242036419255,657.4660738933414,243521.4454720334,2013-2019,11
5-9 years,0.008095765647956554,1.0005912332753162,13.701109988549645,13.693014222901688,5.900465293337601,2013-2019,3
50-54 years,534.9405124649866,1.5948963190106022,1434.1568891180968,899.2163766531103,399742.7393007479,2013-2019,12
55-59 years,707.9468557997334,1.6909071998520862,1732.6095832272306,1024.6627274274972,524019.9901535556,2013-2019,13
60-64 years,697.4314267094896,1.6568604874654997,1759.1963524710209,1061.7649257615312,454227.5194567162,2013-2019,14
65-69 years,461.57788211233355,1.421248095018133,1557.3166820526978,1095.7387999403643,248605.1964808891,2013-2019,15
70-74 years,205.86246818499762,1.1661089961619187,1445.1840759342158,1239.3216077492182,81095.58530971281,2013-2019,16
75-79 years,71.22800676765792,1.0514864750995356,1454.6594153066417,1383.4314085389838,18945.52938365055,2013-2019,17
80-84 years,-21.137774065463873,0.9864613338139886,1540.1514825751995,1561.2892566406633,-3677.349334433524,2013-2019,18
< 1 year,74.90160916597443,1.2400855698499487,386.8804141095087,311.97880494353427,10500.432620463023,2013-2019,1
1-4 years,-2.2434637094843275,0.9301234591903791,29.862643483152173,32.1061071926365,-523.8060157462877,2020-2022,2
10-14 years,5.227341900495887,1.3696124017812559,19.370108418350814,14.142766517854927,1687.6496326055335,2020-2022,4
15-19 years,6.7392041330186245,1.319537661869882,27.82968872122618,21.090484588207556,2210.433077086238,2020-2022,5
20-24 years,27.88446114553299,1.6422913115883098,71.29850185017531,43.414040704642325,9371.429778602753,2020-2022,6
25-29 years,70.03283059335592,1.4644165404119733,220.83028180220265,150.79745120884672,24236.209859148046,2020-2022,7
30-34 years,149.8633263791134,1.451309357403123,481.92674124257036,332.06341486345696,52572.619878533435,2020-2022,8
35-39 years,247.87815377642312,1.4702970203997854,774.945396443003,527.0672426665799,83048.40506120377,2020-2022,9
40-44 years,299.8644064253443,1.444954773029754,973.7854981882873,673.921091762943,94517.10797442126,2020-2022,10
45-49 years,368.14072823798733,1.4445239799435412,1196.3091619965999,828.1684337586125,108946.27862220115,2020-2022,11
5-9 years,2.77638113621194,1.2364336201688693,14.519132163874374,11.742751027662434,859.4248104893813,2020-2022,3
50-54 years,483.5358637099696,1.462220607549533,1529.6507616878844,1046.1148979779148,149522.01088769682,2020-2022,12
55-59 years,638.3292703997438,1.5212954379667065,1862.8350379727797,1224.5057675730359,201175.27836283992,2020-2022,13
60-64 years,595.0965452038665,1.4540443846499629,1905.7537525661933,1310.6572073623267,182151.58402526125,2020-2022,14
65-69 years,457.5870123523723,1.3518426780501556,1758.131377488039,1300.5443651356668,119029.66143270653,2020-2022,15
70-74 years,202.9663742558928,1.1472319667635154,1581.514652306802,1378.5482780509092,42523.146116507094,2020-2022,16
75-79 years,79.68248765680505,1.0539618368005237,1556.3276943676267,1476.6452067108216,11040.630188254065,2020-2022,17
80-84 years,-22.14270402415673,0.9861743434217439,1579.423478299582,1601.5661823237388,-1831.3907214901278,2020-2022,18
< 1 year,80.08610712306574,1.2787367069185698,367.4042289751049,287.31812185203916,4494.840770892778,2020-2022,1
