mrr,excess_aamr,Year
1.5576590717219152,10.551744211218299,2000
1.5307431100226923,10.1509703280696,2001
1.5391283416392434,10.220497355849002,2002
1.5434510769751677,10.276931577433999,2003
1.5206632198263532,9.5861487558399,2004
1.5357678034427582,9.728308231718898,2005
1.5153560886185515,9.302906173895199,2006
1.540577641001414,9.6961019735378,2007
1.5358856790573712,9.6758740426067,2008
1.5314387331520714,9.2809697700799,2009
1.5501938607733659,9.6085092673619,2010
1.522011574509388,9.2870270669839,2011
1.5363634237524142,9.493001720641502,2012
1.5420836071608144,9.660599650237,2013
1.516075946379324,9.3801552553266,2014
1.4943006307145872,9.2599986964131,2015
1.497122476425508,9.246771778874898,2016
1.4898024231470222,9.138240724984403,2017
1.5040300686798023,9.401931584465402,2018
1.4831777142447082,9.284498760830502,2019
1.4993983843838947,10.6299148278394,2020
1.469355314317337,10.920036556760405,2021
1.4498541840990427,10.2142343766653,2022
