Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2013	112	7790614	1.43762738084572
1-4 years	F	2014	105	7790662	1.34776736559743
1-4 years	F	2015	113	7786776	1.45117825400397
1-4 years	F	2016	100	7800517	1.28196631069453
1-4 years	F	2017	122	7818747	1.56035231732143
1-4 years	F	2018	102	7798370	1.30796563897327
1-4 years	F	2019	96	7719541	1.24359725532904
1-4 years	M	2013	146	8135691	1.79456176494412
1-4 years	M	2014	123	8137871	1.51145182812556
1-4 years	M	2015	139	8142467	1.70709933488217
1-4 years	M	2016	165	8156375	2.02295750256701
1-4 years	M	2017	152	8180818	1.8580049085556
1-4 years	M	2018	168	8163697	2.05789117357001
1-4 years	M	2019	133	8074090	1.64724445727011
10-14 years	F	2013	20	10097931	0.198060374942154
10-14 years	F	2014	27	10120287	0.266790852868105
10-14 years	F	2015	30	10101942	0.296972601901694
10-14 years	F	2016	25	10099501	0.247536982272689
10-14 years	F	2017	29	10173382	0.285057614075634
10-14 years	F	2018	32	10220687	0.313090499689502
10-14 years	F	2019	25	10180007	0.245579398913969
10-14 years	M	2013	32	10552523	0.30324501543375
10-14 years	M	2014	26	10551219	0.246417025369296
10-14 years	M	2015	35	10520388	0.332687349554028
10-14 years	M	2016	31	10518732	0.294712328444151
10-14 years	M	2017	34	10605072	0.320601312277748
10-14 years	M	2018	29	10658840	0.272074634763258
10-14 years	M	2019	35	10618261	0.329620829625491
15-19 years	F	2013	60	10312774	0.581802723496122
15-19 years	F	2014	49	10283624	0.476485721376044
15-19 years	F	2015	54	10311036	0.523710711513373
15-19 years	F	2016	73	10328153	0.706805950686439
15-19 years	F	2017	53	10331169	0.513010676720127
15-19 years	F	2018	59	10322313	0.571577319928198
15-19 years	F	2019	54	10308963	0.523816023008328
15-19 years	M	2013	120	10846190	1.10637929079243
15-19 years	M	2014	100	10784023	0.927297725533412
15-19 years	M	2015	94	10797867	0.870542302475109
15-19 years	M	2016	119	10801846	1.10166354898968
15-19 years	M	2017	99	10800491	0.916624994178505
15-19 years	M	2018	108	10774908	1.00232874378139
15-19 years	M	2019	100	10745607	0.930612854164497
20-24 years	F	2013	139	11116473	1.25039659611461
20-24 years	F	2014	110	11172747	0.984538538284273
20-24 years	F	2015	134	11071459	1.21031925421934
20-24 years	F	2016	138	10889963	1.26722193638307
20-24 years	F	2017	116	10769493	1.07711662935293
20-24 years	F	2018	110	10672032	1.03073154203436
20-24 years	F	2019	113	10568188	1.06924668637613
20-24 years	M	2013	280	11678965	2.39747272125569
20-24 years	M	2014	255	11739427	2.17216734683899
20-24 years	M	2015	270	11667854	2.31405021009005
20-24 years	M	2016	281	11491065	2.4453782134206
20-24 years	M	2017	233	11349142	2.05301863347908
20-24 years	M	2018	222	11201547	1.98186911147183
20-24 years	M	2019	235	11064752	2.12386142951961
25-29 years	F	2013	174	10620319	1.63836886632125
25-29 years	F	2014	156	10826549	1.44090235956074
25-29 years	F	2015	161	11052155	1.45672947945446
25-29 years	F	2016	164	11259410	1.45655944672057
25-29 years	F	2017	179	11468230	1.56083371191544
25-29 years	F	2018	175	11542918	1.51608111571095
25-29 years	F	2019	177	11504446	1.53853562353198
25-29 years	M	2013	298	10959879	2.71900812043637
25-29 years	M	2014	302	11161389	2.70575642511877
25-29 years	M	2015	348	11409399	3.05011683788077
25-29 years	M	2016	418	11631474	3.59369758295466
25-29 years	M	2017	390	11902230	3.27669688789412
25-29 years	M	2018	363	12018838	3.02025869722181
25-29 years	M	2019	366	12004570	3.04883890051872
30-34 years	F	2013	193	10582777	1.82371791449447
30-34 years	F	2014	190	10719741	1.77243088242524
30-34 years	F	2015	217	10785909	2.01188420929567
30-34 years	F	2016	231	10818095	2.13531125396847
30-34 years	F	2017	219	10883081	2.01229780427068
30-34 years	F	2018	220	10944147	2.01020691699408
30-34 years	F	2019	199	11076695	1.79656476954543
30-34 years	M	2013	358	10681612	3.35155405382633
30-34 years	M	2014	349	10808825	3.22884309811659
30-34 years	M	2015	399	10889739	3.66399966059793
30-34 years	M	2016	398	10968264	3.62865080563342
30-34 years	M	2017	401	11089131	3.61615351103707
30-34 years	M	2018	384	11191871	3.43106170541101
30-34 years	M	2019	412	11354610	3.62848217596201
35-39 years	F	2013	238	9818501	2.42399527178334
35-39 years	F	2014	225	9981814	2.25409930499607
35-39 years	F	2015	248	10201161	2.43109583311154
35-39 years	F	2016	227	10397463	2.18322488860985
35-39 years	F	2017	231	10616012	2.17595835422944
35-39 years	F	2018	219	10773397	2.03278501664795
35-39 years	F	2019	247	10852580	2.2759565006662
35-39 years	M	2013	313	9785269	3.19868569785869
35-39 years	M	2014	302	9939836	3.03827950481276
35-39 years	M	2015	375	10173424	3.68607461951846
