Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2000	111	7508434	1.47833756013571
1-4 years	F	2001	110	7468536	1.47284554831094
1-4 years	F	2002	103	7564711	1.36158539301766
1-4 years	F	2003	113	7636693	1.47969808397431
1-4 years	F	2004	89	7713175	1.15386983959264
1-4 years	F	2005	101	7785123	1.2973462333222
1-4 years	M	2000	137	7861716	1.74262209420946
1-4 years	M	2001	162	7817023	2.07240019634073
1-4 years	M	2002	145	7913020	1.83242301927709
1-4 years	M	2003	143	7979882	1.79200644821565
1-4 years	M	2004	100	8058452	1.24093312214306
1-4 years	M	2005	132	8127884	1.62403892575239
10-14 years	F	2000	41	10007875	0.409677379063987
10-14 years	F	2001	47	10231469	0.459367076223365
10-14 years	F	2002	33	10371422	0.318182019784751
10-14 years	F	2003	41	10444875	0.392537009777522
10-14 years	F	2004	39	10443706	0.373430657661179
10-14 years	F	2005	29	10348382	0.28023704575266
10-14 years	M	2000	51	10520197	0.484781796386513
10-14 years	M	2001	55	10747209	0.511760774355463
10-14 years	M	2002	45	10889999	0.413223178441063
10-14 years	M	2003	62	10970478	0.565153131887234
10-14 years	M	2004	26	10967974	0.237053807749727
10-14 years	M	2005	65	10864197	0.598295483780347
15-19 years	F	2000	121	9828886	1.23106524991744
15-19 years	F	2001	112	9908897	1.13029734792884
15-19 years	F	2002	84	9981879	0.841524927320798
15-19 years	F	2003	103	10086567	1.02116012316183
15-19 years	F	2004	75	10242793	0.732222158546014
15-19 years	F	2005	84	10434789	0.804999506937802
15-19 years	M	2000	196	10391004	1.88624698826023
15-19 years	M	2001	249	10547387	2.36077428466406
15-19 years	M	2002	172	10628491	1.61829181583726
15-19 years	M	2003	197	10710599	1.83929955738236
15-19 years	M	2004	133	10859759	1.22470489446405
15-19 years	M	2005	174	11051425	1.5744575925729
20-24 years	F	2000	166	9276187	1.78952839135304
20-24 years	F	2001	183	9676950	1.89109171794832
20-24 years	F	2002	155	9916245	1.56309167431825
20-24 years	F	2003	171	10093723	1.69412217870453
20-24 years	F	2004	131	10190641	1.28549322854176
20-24 years	F	2005	145	10222806	1.41839725805224
20-24 years	M	2000	385	9687814	3.97406473741135
20-24 years	M	2001	405	10080336	4.01772321874985
20-24 years	M	2002	329	10327520	3.18566316017785
20-24 years	M	2003	366	10497965	3.48638998129638
20-24 years	M	2004	319	10654919	2.99392233765456
20-24 years	M	2005	372	10737149	3.46460685234041
25-29 years	F	2000	207	9582576	2.16017070983836
25-29 years	F	2001	202	9303113	2.17131620351166
25-29 years	F	2002	171	9248586	1.84893128527972
25-29 years	F	2003	183	9307104	1.96623998184613
25-29 years	F	2004	162	9479080	1.70902661439718
25-29 years	F	2005	163	9712544	1.6782420754027
25-29 years	M	2000	456	9798760	4.65365005368026
25-29 years	M	2001	461	9516234	4.8443533439804
25-29 years	M	2002	391	9442754	4.14074114395017
25-29 years	M	2003	434	9464481	4.58556575896766
25-29 years	M	2004	361	9627975	3.74949041724766
25-29 years	M	2005	397	9822166	4.04187833925837
30-34 years	F	2000	287	10188619	2.81686850789101
30-34 years	F	2001	288	10263930	2.80594275292213
30-34 years	F	2002	243	10270193	2.36607043314571
30-34 years	F	2003	237	10193818	2.32493850684797
30-34 years	F	2004	198	10041145	1.97188667228688
30-34 years	F	2005	208	9835154	2.11486266508892
30-34 years	M	2000	604	10321769	5.85171010899391
30-34 years	M	2001	579	10388245	5.57360747652756
