age_cat,unadj_excess_deaths_number,unadj_excess_deaths_rate,ratio_unadj_excess_deaths_rate,male_death_rate,female_death_rate,Year,age
20-24 years,-5.102126931565447,-0.015181254466383694,0.7329026788564366,0.041656659150218434,0.05683791361660213,2020-2022,6
25-29 years,-4.75716518521342,-0.01374628068732086,0.7463814420654795,0.04045432986449013,0.05420061055181099,2020-2022,7
30-34 years,3.652002778360151,0.010410386348927068,1.2379465363214313,0.05416133355693412,0.043750947208007054,2020-2022,8
40-44 years,8.852830739961078,0.028086437385926845,1.5844544672327987,0.07614225517941034,0.048055817793483495,2020-2022,10
45-49 years,-7.209690269328217,-0.024362288089938955,0.7021981615988565,0.05744475588513076,0.08180704397506972,2020-2022,11
5-9 years,14.536479624164702,0.04696025448983563,2.389253243844738,0.08076277012037238,0.033802515630536746,2020-2022,3
50-54 years,5.14601552314336,0.025117229767992674,1.5222268753547814,0.07321362417689584,0.04809639440890316,2020-2022,12
55-59 years,17.15846865944092,0.05444383062218708,7.038458353257132,0.06346001114992396,0.009016180527736882,2020-2022,13
60-64 years,2.686220329738493,0.008775989769389404,1.2374290827670327,0.04573856262319804,0.036962572853808634,2020-2022,14
65-69 years,-6.686743012676157,-0.0257059183459782,0.7291362813943238,0.0691975943071908,0.094903512653169,2020-2022,15
70-74 years,3.361670603897271,0.047772914649308204,2.2741663754582895,0.08526638141272468,0.03749346676341647,2020-2022,16
< 1 year,2614.4814422657582,46.58310528205311,1.1935145147163186,287.3046105931214,240.7215053110683,2020-2022,1
