Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2006	24	7775092	0.308678019501248
1-4 years	F	2007	38	7813088	0.486363394345488
1-4 years	F	2008	40	7891294	0.506887717020808
1-4 years	F	2009	30	7943260	0.37767868608103
1-4 years	F	2010	28	7952058	0.352110107848811
1-4 years	F	2011	24	7909731	0.303423719466566
1-4 years	F	2012	27	7856870	0.343648297604517
1-4 years	M	2006	49	8122053	0.603295743083676
1-4 years	M	2007	34	8164877	0.416417785595545
1-4 years	M	2008	51	8247098	0.618399344836208
1-4 years	M	2009	42	8297671	0.506166127820686
1-4 years	M	2010	43	8305151	0.517750971656024
1-4 years	M	2011	30	8255790	0.36338133600782
1-4 years	M	2012	27	8199397	0.329292507729532
10-14 years	F	2006	18	10261944	0.175405361791099
10-14 years	F	2007	11	10170082	0.108160386514091
10-14 years	F	2008	15	10108474	0.148390350511858
10-14 years	F	2009	24	10088732	0.237889161888729
10-14 years	F	2010	20	10097332	0.198072124398802
10-14 years	F	2011	17	10117822	0.168020350624868
10-14 years	F	2012	18	10102004	0.178182467557922
10-14 years	M	2006	16	10771194	0.148544348936617
10-14 years	M	2007	27	10670960	0.253023158178833
10-14 years	M	2008	23	10598181	0.217018373247258
10-14 years	M	2009	26	10571832	0.245936560475044
10-14 years	M	2010	14	10579862	0.132326867779561
10-14 years	M	2011	24	10587030	0.226692471826376
10-14 years	M	2012	24	10567214	0.227117573279012
15-19 years	F	2006	35	10597293	0.330273023497605
15-19 years	F	2007	32	10731326	0.298192413500438
15-19 years	F	2008	28	10805148	0.259135737890865
15-19 years	F	2009	34	10804571	0.314681628729174
15-19 years	F	2010	24	10736677	0.223532849130136
15-19 years	F	2011	31	10525097	0.294534102631073
15-19 years	F	2012	29	10397841	0.278904053254902
15-19 years	M	2006	34	11210416	0.303289369457833
15-19 years	M	2007	39	11336490	0.344021826861754
15-19 years	M	2008	38	11405732	0.333165815223433
15-19 years	M	2009	38	11388239	0.333677577367317
15-19 years	M	2010	49	11303666	0.433487684437951
15-19 years	M	2011	35	11118946	0.314778037414697
15-19 years	M	2012	30	10962861	0.27365119378965
20-24 years	F	2006	44	10238784	0.42973853145061
20-24 years	F	2007	41	10270163	0.399214696008233
20-24 years	F	2008	35	10339566	0.338505504002779
