Five-Year Age Groups,Gender,Deaths,Year
< 1 year,Female,120,1999
< 1 year,Female,116,2000
< 1 year,Female,126,2001
< 1 year,Female,114,2002
< 1 year,Female,108,2003
< 1 year,Female,84,2004
< 1 year,Female,101,2005
< 1 year,Female,81,2006
< 1 year,Female,104,2007
< 1 year,Female,119,2008
< 1 year,Female,85,2009
< 1 year,Female,82,2010
< 1 year,Female,61,2011
< 1 year,Female,72,2012
< 1 year,Female,74,2013
< 1 year,Female,77,2014
< 1 year,Female,84,2015
< 1 year,Female,96,2016
< 1 year,Female,94,2017
< 1 year,Female,57,2018
< 1 year,Female,71,2019
< 1 year,Female,64,2020
< 1 year,Male,141,1999
< 1 year,Male,144,2000
< 1 year,Male,166,2001
< 1 year,Male,152,2002
< 1 year,Male,140,2003
< 1 year,Male,149,2004
< 1 year,Male,125,2005
< 1 year,Male,126,2006
< 1 year,Male,148,2007
< 1 year,Male,129,2008
< 1 year,Male,111,2009
< 1 year,Male,106,2010
< 1 year,Male,115,2011
< 1 year,Male,98,2012
< 1 year,Male,107,2013
< 1 year,Male,104,2014
< 1 year,Male,111,2015
< 1 year,Male,98,2016
< 1 year,Male,91,2017
< 1 year,Male,89,2018
< 1 year,Male,95,2019
< 1 year,Male,83,2020
1-4 years,Female,67,1999
1-4 years,Female,73,2000
1-4 years,Female,91,2001
1-4 years,Female,79,2002
1-4 years,Female,81,2003
1-4 years,Female,66,2004
1-4 years,Female,68,2005
1-4 years,Female,88,2006
1-4 years,Female,63,2007
1-4 years,Female,70,2008
1-4 years,Female,57,2009
1-4 years,Female,66,2010
1-4 years,Female,61,2011
1-4 years,Female,51,2012
1-4 years,Female,63,2013
1-4 years,Female,61,2014
1-4 years,Female,56,2015
1-4 years,Female,67,2016
1-4 years,Female,65,2017
1-4 years,Female,55,2018
1-4 years,Female,37,2019
1-4 years,Female,59,2020
1-4 years,Male,86,1999
1-4 years,Male,87,2000
1-4 years,Male,92,2001
1-4 years,Male,66,2002
1-4 years,Male,109,2003
1-4 years,Male,78,2004
1-4 years,Male,85,2005
1-4 years,Male,70,2006
1-4 years,Male,85,2007
1-4 years,Male,91,2008
1-4 years,Male,75,2009
1-4 years,Male,68,2010
1-4 years,Male,67,2011
1-4 years,Male,84,2012
1-4 years,Male,75,2013
1-4 years,Male,84,2014
1-4 years,Male,58,2015
1-4 years,Male,74,2016
1-4 years,Male,71,2017
1-4 years,Male,54,2018
1-4 years,Male,63,2019
1-4 years,Male,65,2020
5-9 years,Female,49,1999
5-9 years,Female,35,2000
5-9 years,Female,49,2001
5-9 years,Female,33,2002
5-9 years,Female,32,2003
5-9 years,Female,48,2004
5-9 years,Female,39,2005
5-9 years,Female,33,2006
5-9 years,Female,40,2007
5-9 years,Female,48,2008
5-9 years,Female,42,2009
5-9 years,Female,44,2010
5-9 years,Female,43,2011
5-9 years,Female,32,2012
5-9 years,Female,44,2013
5-9 years,Female,52,2014
5-9 years,Female,35,2015
5-9 years,Female,42,2016
5-9 years,Female,35,2017
5-9 years,Female,33,2018
5-9 years,Female,30,2019
5-9 years,Female,28,2020
5-9 years,Male,48,1999
5-9 years,Male,42,2000
5-9 years,Male,45,2001
5-9 years,Male,58,2002
5-9 years,Male,59,2003
5-9 years,Male,47,2004
5-9 years,Male,55,2005
5-9 years,Male,44,2006
5-9 years,Male,62,2007
5-9 years,Male,46,2008
5-9 years,Male,44,2009
5-9 years,Male,38,2010
5-9 years,Male,46,2011
5-9 years,Male,59,2012
5-9 years,Male,49,2013
5-9 years,Male,57,2014
5-9 years,Male,54,2015
5-9 years,Male,50,2016
5-9 years,Male,53,2017
5-9 years,Male,46,2018
5-9 years,Male,44,2019
5-9 years,Male,41,2020
10-14 years,Female,56,1999
10-14 years,Female,56,2000
10-14 years,Female,52,2001
10-14 years,Female,55,2002
10-14 years,Female,51,2003
10-14 years,Female,56,2004
10-14 years,Female,67,2005
10-14 years,Female,47,2006
10-14 years,Female,42,2007
10-14 years,Female,48,2008
10-14 years,Female,61,2009
10-14 years,Female,50,2010
10-14 years,Female,51,2011
10-14 years,Female,41,2012
10-14 years,Female,41,2013
10-14 years,Female,42,2014
10-14 years,Female,48,2015
10-14 years,Female,35,2016
10-14 years,Female,51,2017
10-14 years,Female,50,2018
10-14 years,Female,41,2019
10-14 years,Female,57,2020
10-14 years,Male,64,1999
10-14 years,Male,78,2000
10-14 years,Male,72,2001
10-14 years,Male,74,2002
10-14 years,Male,68,2003
10-14 years,Male,69,2004
10-14 years,Male,75,2005
10-14 years,Male,50,2006
10-14 years,Male,47,2007
10-14 years,Male,68,2008
10-14 years,Male,65,2009
10-14 years,Male,69,2010
10-14 years,Male,54,2011
10-14 years,Male,43,2012
10-14 years,Male,52,2013
10-14 years,Male,60,2014
10-14 years,Male,59,2015
10-14 years,Male,49,2016
10-14 years,Male,62,2017
10-14 years,Male,41,2018
10-14 years,Male,66,2019
10-14 years,Male,76,2020
15-19 years,Female,109,1999
15-19 years,Female,97,2000
15-19 years,Female,94,2001
15-19 years,Female,90,2002
15-19 years,Female,94,2003
15-19 years,Female,82,2004
15-19 years,Female,94,2005
15-19 years,Female,80,2006
15-19 years,Female,85,2007
15-19 years,Female,77,2008
15-19 years,Female,91,2009
15-19 years,Female,84,2010
15-19 years,Female,86,2011
15-19 years,Female,87,2012
15-19 years,Female,68,2013
15-19 years,Female,79,2014
15-19 years,Female,83,2015
15-19 years,Female,83,2016
15-19 years,Female,93,2017
15-19 years,Female,88,2018
15-19 years,Female,100,2019
15-19 years,Female,87,2020
15-19 years,Male,114,1999
15-19 years,Male,107,2000
15-19 years,Male,101,2001
15-19 years,Male,98,2002
15-19 years,Male,113,2003
15-19 years,Male,95,2004
15-19 years,Male,115,2005
15-19 years,Male,99,2006
15-19 years,Male,99,2007
15-19 years,Male,99,2008
15-19 years,Male,98,2009
15-19 years,Male,84,2010
15-19 years,Male,97,2011
15-19 years,Male,86,2012
15-19 years,Male,103,2013
15-19 years,Male,99,2014
15-19 years,Male,86,2015
15-19 years,Male,106,2016
15-19 years,Male,94,2017
15-19 years,Male,100,2018
15-19 years,Male,87,2019
15-19 years,Male,108,2020
20-24 years,Female,159,1999
20-24 years,Female,134,2000
20-24 years,Female,150,2001
20-24 years,Female,156,2002
20-24 years,Female,153,2003
20-24 years,Female,162,2004
20-24 years,Female,169,2005
20-24 years,Female,165,2006
20-24 years,Female,142,2007
20-24 years,Female,152,2008
20-24 years,Female,167,2009
20-24 years,Female,164,2010
20-24 years,Female,152,2011
20-24 years,Female,161,2012
20-24 years,Female,169,2013
20-24 years,Female,192,2014
20-24 years,Female,163,2015
20-24 years,Female,171,2016
20-24 years,Female,167,2017
20-24 years,Female,183,2018
20-24 years,Female,177,2019
20-24 years,Female,165,2020
20-24 years,Male,142,1999
20-24 years,Male,169,2000
20-24 years,Male,153,2001
20-24 years,Male,193,2002
20-24 years,Male,179,2003
20-24 years,Male,181,2004
20-24 years,Male,192,2005
20-24 years,Male,182,2006
20-24 years,Male,202,2007
20-24 years,Male,246,2008
20-24 years,Male,192,2009
20-24 years,Male,194,2010
20-24 years,Male,190,2011
20-24 years,Male,208,2012
20-24 years,Male,211,2013
20-24 years,Male,213,2014
20-24 years,Male,220,2015
20-24 years,Male,194,2016
20-24 years,Male,213,2017
20-24 years,Male,209,2018
20-24 years,Male,224,2019
20-24 years,Male,254,2020
25-29 years,Female,207,1999
25-29 years,Female,190,2000
25-29 years,Female,201,2001
