mrr,excess_aamr,Year
0.6222548574380593,-1.6276403622168503,2000
0.6154726626789606,-1.6600965549225997,2001
0.6190391336533411,-1.6329396910106606,2002
0.6302835851531267,-1.5820823510857598,2003
0.6170458724395902,-1.6041379553157804,2004
0.6297403350376658,-1.5222961570853002,2005
0.6143889193868076,-1.5466091648117901,2006
0.6398821350257001,-1.38555792354784,2007
0.6498021426751466,-1.3133147944566699,2008
0.6491591105056862,-1.24747800863446,2009
0.670241126391667,-1.1426803537589398,2010
0.6858832275734765,-1.0779523083552798,2011
0.6949375324895694,-1.0318170954049197,2012
0.691930398470367,-1.01434579788208,2013
0.7252239142642778,-0.8681409923530401,2014
0.7352163710267584,-0.8322836380543599,2015
0.7479527499628239,-0.7972474577583002,2016
0.7979521400927211,-0.60268384626487,2017
0.7937144525216144,-0.6055795806691,2018
0.8328639155755527,-0.5006058300765401,2019
0.8475132625502978,-0.47097841158310993,2020
0.8744157933787872,-0.4014750903852997,2021
0.9217845437372194,-0.24153327402948,2022
