age_cat,excess_yrs_lost,ratio_excess_yrs_lost,male_years_lost,female_years_lost,exc_pll_number,Year,age
1-4 years,3.396759931149094,1.9757139195730216,6.878067169889254,3.4813072387401602,1622.2238266634004,2000-2005,2
10-14 years,-5.819873740088998,0.49744124121693595,5.760610409031606,11.580484149120604,-3780.5931242936335,2000-2005,4
15-19 years,-14.071499208469481,0.4322004958309951,10.711014874672648,24.78251408314213,-9032.307487402128,2000-2005,5
20-24 years,-33.11819257133513,0.31794799601497953,15.438504539494685,48.556697110829816,-20528.54448623586,2000-2005,6
25-29 years,-39.703918906437124,0.31347692595424664,18.129416064312974,57.8333349707501,-22898.191016220375,2000-2005,7
30-34 years,-39.254682704190714,0.35302428819507686,21.4194384226729,60.67412112686361,-24095.96018012558,2000-2005,8
35-39 years,-41.28578315107841,0.43563499740096406,31.868616857688075,73.15440000876649,-26700.87674321507,2000-2005,9
40-44 years,-49.66702099820675,0.4485819084264136,40.404418000959126,90.07143899916588,-33653.011558669124,2000-2005,10
45-49 years,-56.82460842722957,0.4754007296336833,51.49542104507628,108.32002947230585,-35910.47438221391,2000-2005,11
5-9 years,-0.2642002053267358,0.9449885763946888,4.538442373463537,4.802642578790273,-160.97929870722277,2000-2005,3
50-54 years,-59.593845442928156,0.528650493516855,66.83854628178699,126.43239172471515,-33161.550711356904,2000-2005,12
55-59 years,-75.45447277165994,0.5105820508056909,78.71738156240116,154.1718543340611,-33831.20052057516,2000-2005,13
60-64 years,-90.73322850374846,0.530720785852372,102.61270664181542,193.34593514556389,-30942.16768730949,2000-2005,14
65-69 years,-107.00748901322358,0.5392259090542612,125.22668195240233,232.2341709656259,-29311.35442091627,2000-2005,15
70-74 years,-123.92229231436238,0.5636390718888677,160.06805680049212,283.9903491148545,-28895.385952402517,2000-2005,16
75-79 years,-148.49879762873448,0.5787427602651827,204.01454486530767,352.51334249404215,-27709.537060263265,2000-2005,17
80-84 years,-190.65810326946513,0.5630186314258286,245.64906445158533,436.30716772105046,-23030.80297287446,2000-2005,18
< 1 year,2.9224271819762855,1.1205393267452222,27.167022376648887,24.244595194672602,355.0831438547719,2000-2005,1
1-4 years,-0.45789521937588606,0.9213188102427563,5.361732328054924,5.81962754743081,-226.16653728354166,2006-2012,2
10-14 years,-5.506758264082179,0.4235746476267971,4.0465312319649405,9.55328949604712,-4094.069532464598,2006-2012,4
15-19 years,-8.30622061776117,0.5356479067869978,9.5815432992435845,17.887763917004754,-6539.184315310821,2006-2012,5
20-24 years,-22.810253125660907,0.40642266450717834,15.618190417795041,38.42844354345595,-17620.298732072846,2006-2012,6
25-29 years,-30.615808783231344,0.36444307435150475,17.55581447772561,48.171623260956956,-22585.745356576655,2006-2012,7
30-34 years,-33.131034794406894,0.4085489510238725,22.885494133491157,56.01652892789805,-23052.97688333142,2006-2012,8
35-39 years,-39.9537679462642,0.39665426986477437,26.26658623989953,66.22035418616373,-28377.5887919251,2006-2012,9
40-44 years,-39.20487275869259,0.48146858419929855,36.40264409378884,75.60751685248142,-29113.68905731651,2006-2012,10
45-49 years,-44.902075879444666,0.5258198304211832,49.792048337787435,94.6941242172321,-34981.164722243586,2006-2012,11
5-9 years,-0.2936611215203735,0.9244957507616165,3.5956712602005645,3.889332381720938,-210.80560516510116,2006-2012,3
50-54 years,-49.91189586922788,0.5651053358950082,64.85588582325617,114.76778169248405,-37369.900412208415,2006-2012,12
55-59 years,-51.03249575252201,0.6235272883060805,84.5218065046162,135.5543022571382,-33540.55566174105,2006-2012,13
60-64 years,-71.94989053115924,0.5771945851410135,98.22269478247938,170.17258531363862,-38685.6645863301,2006-2012,14
65-69 years,-80.35019404452548,0.6102745595308758,125.82108886635031,206.1712829108758,-31940.56808599764,2006-2012,15
70-74 years,-102.51166009701495,0.5946968056749584,150.41420264563968,252.92586274265463,-30075.573044133915,2006-2012,16
75-79 years,-126.76165720730378,0.5930526469025688,184.7323388648479,311.4939960721517,-28377.048386829978,2006-2012,17
80-84 years,-147.32544596439857,0.5990317241591513,220.09874901823542,367.424194982634,-23452.74952910829,2006-2012,18
< 1 year,-0.2919067022626365,0.9881054724912726,24.249354146346416,24.541260848609053,-42.08016970991415,2006-2012,1
1-4 years,2.1925074557153943,1.5781996031697463,5.984463457926147,3.7919560022107524,1249.5321214124315,2013-2019,2
10-14 years,-0.7633784836376614,0.8355626895941445,3.878989369214777,4.642367852852439,-565.0911896952481,2013-2019,4
15-19 years,-6.091926141414505,0.5474518028213338,7.369460246584761,13.461386387999266,-4602.506976590297,2013-2019,5
