agegroup,Year,expected_deaths_male,hypothetical_excess,expected_rate_male
1-4 years,2007,65.83661300115908,19.163386998840927,0.8063393116780458
1-4 years,2008,73.15617185217025,17.84382814782975,0.887053504786414
1-4 years,2009,59.54321613544061,15.456783864559394,0.7175895035539565
1-4 years,2010,68.93057948017984,-0.9305794801798479,0.8299738256436259
1-4 years,2011,63.66881376876154,3.3311862312384743,0.7712019536441883
1-4 years,2012,53.223388830412105,30.776611169587888,0.6491134510307539
1-4 years,2013,65.79051830831305,9.209481691686955,0.8086654017257175
1-4 years,2014,63.718607096547125,20.28139290345287,0.7829886600137447
1-4 years,2015,58.5580157949837,-0.5580157949836961,0.7191679842851522
1-4 years,2016,70.05652638152061,3.943473618479394,0.8589174281653382
1-4 years,2017,68.01002385676375,2.98997614323625,0.8313352510319109
1-4 years,2018,57.576562153373075,-3.5765621533730663,0.7052755896424509
1-4 years,2019,38.699364379307006,24.30063562069299,0.47930310882473454
1-4 years,2020,61.63293703385642,3.367062966143574,0.7749630710394199
1-4 years,2021,55.43583474251658,-8.435834742516585,0.7104562402521718
1-4 years,2022,67.94630381995789,-16.9463038199579,0.8949455129634923
10-14 years,2000,58.866745637810226,19.13325436218977,0.5595593470142263
10-14 years,2001,54.621175903479745,17.37882409652026,0.5082359141194681
10-14 years,2002,57.75003128789861,16.24996871210139,0.5303033663079181
10-14 years,2003,53.56640247011094,14.433597529889063,0.4882777438696011
10-14 years,2004,58.81116760659482,10.188832393405168,0.53620812382118
10-14 years,2005,70.33961434744099,4.66038565255901,0.6474442091526966
10-14 years,2006,49.33237971284973,0.6676202871502701,0.4580028891212035
10-14 years,2007,44.06850603564455,2.9314939643554494,0.4129760212356203
10-14 years,2008,50.325369388099524,17.67463061190048,0.4748491216379445
10-14 years,2009,63.92099145858965,1.0790085414103576,0.6046349531338527
10-14 years,2010,52.38939355465384,16.610606445346157,0.495180310997004
10-14 years,2011,53.36509478027979,0.6349052197202133,0.504061051874603
10-14 years,2012,42.88810160835414,0.11189839164585554,0.40586006499304494
10-14 years,2013,42.845751570296926,9.154248429703078,0.4060237686314157
10-14 years,2014,43.788402245904685,16.211597754095312,0.4150079933503862
10-14 years,2015,49.9882719580057,9.011728041994306,0.47515616304270997
10-14 years,2016,36.452852472612264,12.547147527387738,0.34655177518176394
10-14 years,2017,53.16409744566753,8.835902554332465,0.5013082178571492
10-14 years,2018,52.14346158922585,-11.143461589225847,0.4892039057648473
10-14 years,2019,42.765068923822945,23.23493107617706,0.4027502142189097
10-14 years,2020,59.44346187861455,16.556538121385454,0.5610537179405785
10-14 years,2021,59.88097502371276,-7.880975023712766,0.5449559498720836
10-14 years,2022,58.82455747387167,-3.8245574738716748,0.5496670293814695
15-19 years,2000,102.54746957081403,4.452530429185978,0.9868870185288546
15-19 years,2001,100.05698696837801,0.9430130316219997,0.9486424170117016
15-19 years,2002,95.83007267469381,2.169927325306185,0.901633850700855
15-19 years,2003,99.81555726542044,13.184442734579584,0.9319325395845781
15-19 years,2004,86.93920086054652,8.060799139453469,0.8005628933436416
15-19 years,2005,99.55485923098205,15.44514076901794,0.9008327815732546
15-19 years,2006,84.62852541682106,14.371474583178937,0.7549097679945246
15-19 years,2007,89.79334427078257,9.206655729217427,0.7920735983605381
15-19 years,2008,81.27990139514979,17.72009860485021,0.7126232791998777
15-19 years,2009,95.91586273994591,2.084137260054093,0.8422361239516127
15-19 years,2010,88.43592333084064,-4.435923330840635,0.7823649719554756
15-19 years,2011,90.85230815449967,6.147691845500326,0.8170946072991061
15-19 years,2012,91.72759104510253,-5.727591045102519,0.8367121597647049
15-19 years,2013,71.51721932430596,31.48278067569405,0.659376419962272
15-19 years,2014,82.84412353077086,16.155876469229145,0.7682116732389281
15-19 years,2015,86.9188082555429,-0.9188082555429035,0.8049627602890729
15-19 years,2016,86.80673282047623,19.19326717952377,0.8036286836571844
15-19 years,2017,97.22478288758998,-3.2247828875899733,0.9001885459428648
15-19 years,2018,91.85847241795517,8.141527582044827,0.8525221042996857
15-19 years,2019,104.23557636204534,-17.235576362045336,0.970029672237644
15-19 years,2020,90.62924703779305,17.370752962206947,0.8474302214266984
15-19 years,2021,95.15464939682347,42.84535060317652,0.8632391959922935
15-19 years,2022,87.15477021483078,3.8452297851692334,0.7864503883880506
20-24 years,2000,139.9461951338411,29.053804866158906,1.4445590628994434
20-24 years,2001,156.2527862601336,-3.2527862601336044,1.5500751786461644
20-24 years,2002,162.47008015634952,30.52991984365046,1.573176136733209
20-24 years,2003,159.1274740747294,19.872525925270605,1.5157935283145771
20-24 years,2004,169.3805991203105,11.619400879689527,1.589693916211944
20-24 years,2005,177.50294596219473,14.497054037805272,1.653166459385026
20-24 years,2006,174.00141608612898,7.998583913871,1.6115194929397867
20-24 years,2007,149.4341143368416,52.56588566315838,1.3826460203211965
20-24 years,2008,159.37216242925476,86.62783757074524,1.4700810459549267
20-24 years,2009,174.42913890100715,17.570861098992854,1.5966479189606528
20-24 years,2010,170.86219320925068,23.137806790749348,1.5512934713341304
20-24 years,2011,158.61170217279894,31.388297827201054,1.4020676069620777
20-24 years,2012,168.5250183822413,39.474981617758665,1.4591597940391419
20-24 years,2013,177.55137668215448,33.44862331784553,1.5202663650602128
20-24 years,2014,201.7382103076352,11.26178969236479,1.718467266823459
20-24 years,2015,171.78044935179727,48.219550648202755,1.4722540181921822
20-24 years,2016,180.4388238050028,13.56117619499716,1.5702532689964144
20-24 years,2017,175.98848098048813,37.01151901951189,1.5506765267408595
20-24 years,2018,192.07992451671808,16.92007548328195,1.7147624744753387
20-24 years,2019,185.3166412255346,38.68335877446543,1.6748377299873922
20-24 years,2020,172.35706064121553,81.64293935878449,1.5622175877485784
20-24 years,2021,178.8873137942019,101.11268620579808,1.630214470826222
20-24 years,2022,184.9415101563061,74.0584898436939,1.5940501761965802
25-29 years,2000,194.28642152172858,62.713578478271394,1.9827653858419698
25-29 years,2001,205.60462223773914,23.395377762260843,2.160567113395269
25-29 years,2002,217.47179536417784,46.52820463582218,2.3030547588571917
25-29 years,2003,232.8722392056648,41.12776079433519,2.4604860975014353
25-29 years,2004,197.04730311380428,46.952696886195696,2.0466121184756325
25-29 years,2005,209.33633474401762,46.663665255982394,2.131264476124896
25-29 years,2006,237.91278258495598,40.08721741504399,2.3566013095913076
25-29 years,2007,232.90097640503578,65.09902359496421,2.2582280886621406
25-29 years,2008,232.55821793784827,48.44178206215174,2.2129147242727494
25-29 years,2009,241.28538184907407,88.7146181509259,2.2738409597290343
25-29 years,2010,264.20652538853903,13.793474611460983,2.4841734266439826
25-29 years,2011,254.7581438940724,61.24185610592762,2.3673074273842705
25-29 years,2012,258.95928455555725,52.04071544444278,2.3878469958610653
25-29 years,2013,245.60949647557666,90.39050352442328,2.240987299910671
25-29 years,2014,237.1133654870079,116.88663451299212,2.1244073249934026
25-29 years,2015,258.08086748692904,93.91913251307092,2.2620022972895333
25-29 years,2016,263.4264024491514,79.57359755084859,2.264772310449659
25-29 years,2017,306.1638849238287,102.83611507617132,2.572323715167903
25-29 years,2018,295.70945509618974,91.29054490381033,2.460383067782341
25-29 years,2019,276.5201427343829,130.4798572656171,2.3034572894687844
25-29 years,2020,337.7620799433468,152.2379200566531,2.8442820728247162
25-29 years,2021,381.2505818583675,142.74941814163253,3.350458200128407
25-29 years,2022,337.217769197546,151.78223080245402,2.9703640688526702
30-34 years,2000,277.58076987666334,146.41923012333663,2.6892751608436822
30-34 years,2001,287.439760403666,89.560239596334,2.766971325798208
30-34 years,2002,305.4674947199142,159.53250528008576,2.9405484395473387
