Five-Year Age Groups,Gender,Deaths,Year
45-49 years,Male,185,1999
45-49 years,Male,157,2000
45-49 years,Male,156,2001
45-49 years,Male,195,2002
45-49 years,Male,177,2003
45-49 years,Male,189,2004
45-49 years,Male,171,2005
45-49 years,Male,189,2006
45-49 years,Male,185,2007
45-49 years,Male,167,2008
45-49 years,Male,192,2009
45-49 years,Male,164,2010
45-49 years,Male,152,2011
45-49 years,Male,158,2012
45-49 years,Male,158,2013
45-49 years,Male,153,2014
45-49 years,Male,172,2015
45-49 years,Male,160,2016
45-49 years,Male,155,2017
45-49 years,Male,158,2018
45-49 years,Male,162,2019
45-49 years,Male,173,2020
50-54 years,Female,143,1999
50-54 years,Female,135,2000
50-54 years,Female,166,2001
50-54 years,Female,177,2002
50-54 years,Female,171,2003
50-54 years,Female,172,2004
50-54 years,Female,180,2005
50-54 years,Female,138,2006
50-54 years,Female,190,2007
50-54 years,Female,193,2008
50-54 years,Female,159,2009
50-54 years,Female,168,2010
50-54 years,Female,194,2011
50-54 years,Female,173,2012
50-54 years,Female,180,2013
50-54 years,Female,202,2014
50-54 years,Female,225,2015
50-54 years,Female,204,2016
50-54 years,Female,209,2017
50-54 years,Female,196,2018
50-54 years,Female,191,2019
50-54 years,Female,220,2020
50-54 years,Male,162,1999
50-54 years,Male,190,2000
50-54 years,Male,167,2001
50-54 years,Male,186,2002
50-54 years,Male,172,2003
50-54 years,Male,186,2004
50-54 years,Male,185,2005
50-54 years,Male,187,2006
50-54 years,Male,174,2007
50-54 years,Male,208,2008
50-54 years,Male,189,2009
50-54 years,Male,205,2010
50-54 years,Male,199,2011
50-54 years,Male,212,2012
50-54 years,Male,226,2013
50-54 years,Male,256,2014
50-54 years,Male,246,2015
50-54 years,Male,259,2016
50-54 years,Male,228,2017
50-54 years,Male,237,2018
50-54 years,Male,221,2019
50-54 years,Male,215,2020
55-59 years,Female,147,1999
55-59 years,Female,166,2000
55-59 years,Female,152,2001
55-59 years,Female,181,2002
55-59 years,Female,187,2003
55-59 years,Female,173,2004
55-59 years,Female,188,2005
55-59 years,Female,180,2006
55-59 years,Female,165,2007
55-59 years,Female,202,2008
55-59 years,Female,198,2009
55-59 years,Female,201,2010
55-59 years,Female,234,2011
55-59 years,Female,208,2012
55-59 years,Female,234,2013
55-59 years,Female,259,2014
55-59 years,Female,283,2015
55-59 years,Female,320,2016
55-59 years,Female,295,2017
55-59 years,Female,290,2018
55-59 years,Female,312,2019
55-59 years,Female,319,2020
55-59 years,Male,157,1999
55-59 years,Male,130,2000
55-59 years,Male,146,2001
55-59 years,Male,170,2002
55-59 years,Male,189,2003
55-59 years,Male,187,2004
55-59 years,Male,210,2005
55-59 years,Male,225,2006
55-59 years,Male,209,2007
55-59 years,Male,197,2008
55-59 years,Male,198,2009
55-59 years,Male,223,2010
55-59 years,Male,232,2011
55-59 years,Male,252,2012
55-59 years,Male,250,2013
55-59 years,Male,305,2014
55-59 years,Male,278,2015
55-59 years,Male,316,2016
55-59 years,Male,342,2017
55-59 years,Male,311,2018
55-59 years,Male,354,2019
55-59 years,Male,352,2020
60-64 years ,Female,127,1999
60-64 years ,Female,139,2000
60-64 years ,Female,153,2001
60-64 years ,Female,132,2002
60-64 years ,Female,143,2003
60-64 years ,Female,141,2004
60-64 years ,Female,158,2005
60-64 years ,Female,145,2006
60-64 years ,Female,145,2007
60-64 years ,Female,154,2008
60-64 years ,Female,165,2009
60-64 years ,Female,172,2010
60-64 years ,Female,169,2011
60-64 years ,Female,193,2012
60-64 years ,Female,201,2013
60-64 years ,Female,211,2014
60-64 years ,Female,228,2015
60-64 years ,Female,266,2016
60-64 years ,Female,288,2017
60-64 years ,Female,270,2018
60-64 years ,Female,289,2019
60-64 years ,Female,301,2020
60-64 years ,Male,126,1999
60-64 years ,Male,134,2000
60-64 years ,Male,130,2001
60-64 years ,Male,151,2002
60-64 years ,Male,147,2003
60-64 years ,Male,133,2004
60-64 years ,Male,160,2005
60-64 years ,Male,170,2006
60-64 years ,Male,167,2007
60-64 years ,Male,209,2008
60-64 years ,Male,172,2009
60-64 years ,Male,178,2010
60-64 years ,Male,184,2011
60-64 years ,Male,231,2012
60-64 years ,Male,223,2013
60-64 years ,Male,233,2014
60-64 years ,Male,296,2015
60-64 years ,Male,307,2016
60-64 years ,Male,303,2017
60-64 years ,Male,307,2018
60-64 years ,Male,327,2019
60-64 years ,Male,285,2020
65-69 years,Female,145,1999
65-69 years,Female,128,2000
65-69 years,Female,105,2001
65-69 years,Female,117,2002
65-69 years,Female,115,2003
65-69 years,Female,124,2004
65-69 years,Female,93,2005
65-69 years,Female,102,2006
65-69 years,Female,95,2007
65-69 years,Female,99,2008
65-69 years,Female,132,2009
65-69 years,Female,116,2010
65-69 years,Female,127,2011
65-69 years,Female,115,2012
65-69 years,Female,149,2013
65-69 years,Female,137,2014
65-69 years,Female,151,2015
65-69 years,Female,184,2016
65-69 years,Female,186,2017
65-69 years,Female,169,2018
65-69 years,Female,164,2019
65-69 years,Female,206,2020
65-69 years,Male,106,1999
65-69 years,Male,120,2000
65-69 years,Male,109,2001
65-69 years,Male,107,2002
65-69 years,Male,108,2003
65-69 years,Male,106,2004
65-69 years,Male,77,2005
65-69 years,Male,93,2006
65-69 years,Male,98,2007
65-69 years,Male,107,2008
65-69 years,Male,118,2009
65-69 years,Male,101,2010
65-69 years,Male,126,2011
65-69 years,Male,155,2012
65-69 years,Male,136,2013
65-69 years,Male,148,2014
65-69 years,Male,168,2015
65-69 years,Male,190,2016
65-69 years,Male,206,2017
65-69 years,Male,218,2018
65-69 years,Male,200,2019
65-69 years,Male,210,2020
70-74 years,Female,115,1999
70-74 years,Female,114,2000
70-74 years,Female,115,2001
70-74 years,Female,110,2002
70-74 years,Female,100,2003
70-74 years,Female,96,2004
70-74 years,Female,92,2005
70-74 years,Female,85,2006
70-74 years,Female,80,2007
70-74 years,Female,85,2008
70-74 years,Female,72,2009
70-74 years,Female,95,2010
70-74 years,Female,99,2011
70-74 years,Female,101,2012
70-74 years,Female,99,2013
70-74 years,Female,92,2014
70-74 years,Female,116,2015
70-74 years,Female,109,2016
70-74 years,Female,135,2017
70-74 years,Female,141,2018
70-74 years,Female,152,2019
70-74 years,Female,137,2020
70-74 years,Male,103,1999
70-74 years,Male,102,2000
70-74 years,Male,119,2001
70-74 years,Male,106,2002
70-74 years,Male,90,2003
70-74 years,Male,102,2004
70-74 years,Male,76,2005
70-74 years,Male,87,2006
70-74 years,Male,68,2007
70-74 years,Male,88,2008
70-74 years,Male,66,2009
70-74 years,Male,84,2010
70-74 years,Male,80,2011
70-74 years,Male,89,2012
70-74 years,Male,88,2013
70-74 years,Male,103,2014
70-74 years,Male,107,2015
70-74 years,Male,103,2016
70-74 years,Male,123,2017
70-74 years,Male,125,2018
70-74 years,Male,137,2019
70-74 years,Male,146,2020
75-79 years,Female,147,1999
75-79 years,Female,143,2000
75-79 years,Female,134,2001
75-79 years,Female,127,2002
75-79 years,Female,138,2003
75-79 years,Female,118,2004
75-79 years,Female,94,2005
75-79 years,Female,102,2006
75-79 years,Female,93,2007
75-79 years,Female,101,2008
75-79 years,Female,73,2009
75-79 years,Female,95,2010
75-79 years,Female,84,2011
75-79 years,Female,87,2012
75-79 years,Female,93,2013
75-79 years,Female,96,2014
75-79 years,Female,76,2015
75-79 years,Female,102,2016
75-79 years,Female,85,2017
75-79 years,Female,95,2018
75-79 years,Female,132,2019
75-79 years,Female,132,2020
75-79 years,Male,102,1999
75-79 years,Male,99,2000
75-79 years,Male,110,2001
75-79 years,Male,105,2002
75-79 years,Male,86,2003
75-79 years,Male,114,2004
75-79 years,Male,86,2005
75-79 years,Male,94,2006
75-79 years,Male,94,2007
75-79 years,Male,78,2008
75-79 years,Male,77,2009
75-79 years,Male,77,2010
75-79 years,Male,70,2011
75-79 years,Male,78,2012
75-79 years,Male,90,2013
75-79 years,Male,76,2014
75-79 years,Male,105,2015
75-79 years,Male,73,2016
75-79 years,Male,86,2017
75-79 years,Male,98,2018
75-79 years,Male,102,2019
75-79 years,Male,122,2020
80-84 years,Female,140,1999
80-84 years,Female,148,2000
80-84 years,Female,128,2001
80-84 years,Female,161,2002
80-84 years,Female,148,2003
80-84 years,Female,159,2004
80-84 years,Female,123,2005
80-84 years,Female,99,2006
80-84 years,Female,135,2007
80-84 years,Female,97,2008
80-84 years,Female,88,2009
80-84 years,Female,94,2010
80-84 years,Female,92,2011
80-84 years,Female,96,2012
80-84 years,Female,109,2013
80-84 years,Female,100,2014
80-84 years,Female,85,2015
80-84 years,Female,112,2016
80-84 years,Female,103,2017
80-84 years,Female,97,2018
80-84 years,Female,92,2019
80-84 years,Female,113,2020
80-84 years,Male,102,1999
80-84 years,Male,98,2000
80-84 years,Male,93,2001
80-84 years,Male,96,2002
80-84 years,Male,92,2003
80-84 years,Male,81,2004
80-84 years,Male,105,2005
80-84 years,Male,97,2006
80-84 years,Male,84,2007
80-84 years,Male,68,2008
80-84 years,Male,77,2009
80-84 years,Male,85,2010
80-84 years,Male,71,2011
80-84 years,Male,76,2012
80-84 years,Male,69,2013
80-84 years,Male,76,2014
80-84 years,Male,75,2015
80-84 years,Male,89,2016
80-84 years,Male,93,2017
80-84 years,Male,82,2018
80-84 years,Male,91,2019
80-84 years,Male,92,2020
< 1 year,Female,1956,2021
1-4 years,Female,217,2021
5-9 years,Female,84,2021
10-14 years,Female,82,2021
15-19 years,Female,84,2021
20-24 years,Female,93,2021
25-29 years,Female,81,2021
30-34 years,Female,110,2021
35-39 years,Female,103,2021
40-44 years,Female,128,2021
45-49 years,Female,139,2021
50-54 years,Female,207,2021
55-59 years,Female,279,2021
60-64 years ,Female,297,2021
65-69 years,Female,186,2021
70-74 years,Female,151,2021
75-79 years,Female,131,2021
80-84 years,Female,108,2021
< 1 year,Female,1971,2022
1-4 years,Female,231,2022
5-9 years,Female,110,2022
10-14 years,Female,80,2022
15-19 years,Female,91,2022
20-24 years,Female,76,2022
25-29 years,Female,101,2022
30-34 years,Female,109,2022
35-39 years,Female,130,2022
40-44 years,Female,116,2022
45-49 years,Female,148,2022
50-54 years,Female,202,2022
55-59 years,Female,303,2022
60-64 years ,Female,300,2022
65-69 years,Female,233,2022
70-74 years,Female,182,2022
75-79 years,Female,147,2022
80-84 years,Female,134,2022
< 1 year,Male,2007,2021
1-4 years,Male,195,2021
5-9 years,Male,87,2021
10-14 years,Male,97,2021
15-19 years,Male,118,2021
20-24 years,Male,124,2021
25-29 years,Male,138,2021
30-34 years,Male,130,2021
35-39 years,Male,127,2021
40-44 years,Male,155,2021
45-49 years,Male,161,2021
50-54 years,Male,258,2021
55-59 years,Male,312,2021
60-64 years ,Male,361,2021
65-69 years,Male,248,2021
70-74 years,Male,149,2021
75-79 years,Male,129,2021
80-84 years,Male,82,2021
< 1 year,Male,1999,2022
1-4 years,Male,210,2022
5-9 years,Male,131,2022
10-14 years,Male,125,2022
15-19 years,Male,125,2022
20-24 years,Male,120,2022
25-29 years,Male,145,2022
30-34 years,Male,135,2022
35-39 years,Male,151,2022
40-44 years,Male,145,2022
45-49 years,Male,163,2022
50-54 years,Male,270,2022
55-59 years,Male,349,2022
60-64 years ,Male,358,2022
65-69 years,Male,253,2022
70-74 years,Male,174,2022
75-79 years,Male,158,2022
80-84 years,Male,120,2022
