Year,Excess YPLL Rate,Excess YPLL Number
2001,38.133904497466986,47409.969139694935
2013,2.2184557791161836,476.27701008845816
2019,0.71783427132373,516.3498992401244
2020,792.6172505069032,1251807.1190745495
2021,829.511232984026,1330430.6448944518
2022,292.23211524061537,470835.20506493986
