age_cat,excess_yrs_lost,ratio_excess_yrs_lost,male_years_lost,female_years_lost,exc_pll_number,Year,age
10-14 years,0.7128541809438786,1.0724147204989007,10.556904893736458,9.84405071279258,230.14528597357085,2020-2022,4
15-19 years,2.066144416621267,1.128911143687397,18.093807794052466,16.0276633774312,677.6874346572157,2020-2022,5
20-24 years,0.7880189683255239,1.030691624554328,26.463393920558275,25.67537495223275,264.83798224849926,2020-2022,6
25-29 years,3.2501451204488134,1.1203052706243042,30.265961664335254,27.01581654388644,1124.7753167263318,2020-2022,7
30-34 years,1.9216977781977675,1.0495593209744718,40.697406169917706,38.77570839171994,674.1388253924007,2020-2022,8
35-39 years,-3.277273067876024,0.9364085895358135,48.259137965524836,51.53641103340086,-1098.008425069324,2020-2022,9
40-44 years,-8.554661674562112,0.851140941502317,48.91353516140851,57.46819683597062,-2696.4249969445236,2020-2022,10
45-49 years,-2.307555398114431,0.9656228387855188,64.81710866932997,67.1246640674444,-682.8898680740914,2020-2022,11
5-9 years,0.23449424083608328,1.024105842116915,9.962187623161066,9.727693382324983,72.58735692404518,2020-2022,3
50-54 years,-10.5591100890327,0.8649730319911673,67.64089872951662,78.20000881854932,-3265.1546497153536,2020-2022,12
55-59 years,-5.180386849507869,0.9425957625290049,85.06359299824089,90.24397984774876,-1632.6460571427356,2020-2022,13
60-64 years,-6.690503259852292,0.9372867012440791,99.99345999157259,106.68396325142488,-2047.8790820248757,2020-2022,14
65-69 years,-7.256689348852703,0.9409454765640781,115.62448768285591,122.88117703170862,-1887.6437770290374,2020-2022,15
70-74 years,-6.385928469677168,0.9541635897858335,132.93406713729757,139.31999560697474,-1337.9052091815192,2020-2022,16
75-79 years,-6.690688669368427,0.9591054531902476,156.9176452362385,163.60833390560694,-927.0471025126168,2020-2022,17
80-84 years,6.248497808436127,1.0362364441016851,178.68533490265736,172.43683709422123,516.8041309289518,2020-2022,18
< 1 year,-21.41371172457366,0.8864841988462483,167.22708988127343,188.6408016058471,-1201.846711912869,2020-2022,1
