mrr,excess_aamr,Year
1.0330382055121925,0.08112915346545035,2000
1.0278008561568526,0.06858030498935008,2001
1.0473361879492333,0.11531221782077994,2002
1.0961852708502209,0.22198384583892983,2003
1.098905599681841,0.22237142387656972,2004
1.073553108867604,0.16870015240187008,2005
1.022250644333815,0.04848734746623995,2006
1.073987679916795,0.16619155011605002,2007
1.058886076360268,0.1320148199185498,2008
1.0761384004507377,0.1632784007415502,2009
1.0732361984406267,0.15421073220345027,2010
1.091953087917574,0.19999793030953006,2011
1.0706510358433132,0.1564505771958702,2012
1.1044578460949566,0.21882212186173966,2013
1.0795935677287387,0.1750498265103202,2014
1.114186185550271,0.2422687965997401,2015
1.0629991222620696,0.13725640618089985,2016
1.084580130119864,0.17859871436690966,2017
1.1004458324138524,0.2080245757680399,2018
1.1342602825684602,0.2687576214683798,2019
1.1433868103119131,0.3007142580565101,2020
1.0661793065873644,0.14983914828497014,2021
1.0865408871793265,0.19552012268811003,2022
