mrr,excess_aamr,Year
1.1083293325810986,0.38572590510217,2000
1.1246672851804629,0.4199216004248898,2001
1.0955603570974604,0.3351193608691201,2002
1.1103759621791902,0.3739598915017299,2003
1.0923366695015946,0.3126035860305003,2004
1.1194982471637502,0.39266299641385993,2005
1.1514062301258807,0.49117125701040987,2006
1.1119119391557004,0.3614487261227297,2007
1.1170402069599363,0.3688848956950599,2008
1.1173655642615206,0.36001268157254973,2009
1.0651197440479148,0.20097321991477024,2010
1.1144899166842226,0.34014367142953983,2011
1.122683886400734,0.36162482202448,2012
1.1330967177532527,0.3851832392460297,2013
1.0879551752769963,0.25915306055454,2014
1.142312857057206,0.41987400467923974,2015
1.087188298534236,0.2647327684568501,2016
1.1191144861600562,0.34722116105827006,2017
1.1140910417495338,0.33130269033424,2018
1.1047349816933227,0.3048494352500999,2019
1.1150206479954277,0.32758191201213993,2020
1.074098227160529,0.22092212648795018,2021
1.07980800535816,0.24383212739317006,2022
