age_cat,unadj_excess_deaths_number,unadj_excess_deaths_rate,ratio_unadj_excess_deaths_rate,male_death_rate,female_death_rate,Year,age
1-4 years,142.00282949686004,0.29733845195507347,1.171916847378983,2.0268865241088414,1.729548072153768,2000-2005,2
10-14 years,68.89557936719063,0.10605837761032455,1.1369409143345097,0.8805411399442495,0.774482762333925,2000-2005,4
15-19 years,239.71932810252315,0.37346052936686425,1.4286207983716388,1.244768059905904,0.8713075305390396,2000-2005,5
20-24 years,262.84604225587225,0.42404301239573305,1.3147276496968985,1.771376215576679,1.347333203180946,2000-2005,6
25-29 years,221.52825505297687,0.3841150537995526,1.2285040860732692,2.065113675751491,1.6809986219519384,2000-2005,7
30-34 years,300.56842811093975,0.48965545212528694,1.200454914879689,2.9323765618529936,2.4427211097277066,2000-2005,8
35-39 years,282.7008934931996,0.4371215184288735,1.1063465329395117,4.547471958132458,4.110350439703584,2000-2005,9
40-44 years,680.69645115392,1.0046103860252424,1.1438100143228431,7.990287918675811,6.985677532650569,2000-2005,10
45-49 years,1705.3450460626273,2.698532006133032,1.226543997632442,14.610266743467752,11.91173473733472,2000-2005,11
5-9 years,80.88679776245925,0.13275190505041656,1.217371480710928,0.7434663585575768,0.6107144535071602,2000-2005,3
50-54 years,3068.108758035067,5.513626329477358,1.2692293821423,25.992915349139988,20.47928901966263,2000-2005,12
55-59 years,4225.389042312829,9.423978384951596,1.231482365440323,50.13540954311094,40.71143115815934,2000-2005,13
60-64 years,7325.657217502212,21.481382202203363,1.2614313409019726,103.64973328088338,82.16835107868002,2000-2005,14
65-69 years,13323.327057948707,48.63970983052454,1.3234156916599036,199.03349431539397,150.39378448486943,2000-2005,15
70-74 years,25326.016051303493,108.61450230973355,1.4122677909970363,372.07069433254037,263.4561920228068,2000-2005,16
75-79 years,39474.38050666229,211.54803234821037,1.4911910335111431,642.2318557804458,430.68382343223544,2000-2005,17
80-84 years,46171.798013856474,382.22842009594217,1.5544150579934797,1071.6548968573966,689.4264767614544,2000-2005,18
< 1 year,616.7191522271339,5.075759988345407,1.3568396612285925,19.29996357286193,14.224203584516523,2000-2005,1
1-4 years,166.49032149042728,0.2890856621210103,1.1706700867845807,1.9829130197287517,1.6938273576077414,2006-2012,2
10-14 years,101.13491350299853,0.13603225746500913,1.1937951323432319,0.8379707211415964,0.7019384636765873,2006-2012,4
15-19 years,187.74332618751612,0.2384758421894526,1.2873959558527335,1.0682573242630962,0.8297814820736436,2006-2012,5
20-24 years,470.01280678956175,0.6084522889306903,1.4723807602719114,1.8965070534398407,1.2880547645091505,2006-2012,6
25-29 years,376.13925582315187,0.5098705998115449,1.2634285292575878,2.4453883709827124,1.9355177711711675,2006-2012,7
30-34 years,323.2776082175187,0.46460471202101283,1.1781416318448492,3.0726683477333885,2.6080636357123756,2006-2012,8
35-39 years,251.51523317879355,0.35411681151132557,1.0944308885531828,4.104127183508297,3.750010371996971,2006-2012,9
40-44 years,305.93681088168614,0.4119784929763979,1.0603537181265439,7.238044985062291,6.826066492085893,2006-2012,10
45-49 years,545.0562541452528,0.6996381474580673,1.0541593104959233,13.617789081280076,12.918150933822009,2006-2012,11
