age_cat,excess_yrs_lost,ratio_excess_yrs_lost,male_years_lost,female_years_lost,exc_pll_number,Year,age
1-4 years,13.489374516714491,1.09779655790111,151.4223939012484,137.9330193845339,6442.252379136368,2000-2005,2
10-14 years,3.0523152962295157,1.0556052146514807,57.944924116475065,54.89260882024555,1982.7856646809535,2000-2005,4
15-19 years,18.271154650864815,1.3173722268311434,75.84126667136594,57.57011202050113,11728.010250475536,2000-2005,5
20-24 years,17.24808538892684,1.2093656160294959,99.63069298241481,82.38260759348798,10691.346982366587,2000-2005,6
25-29 years,11.895912592680574,1.1259057595602822,106.37858466603369,94.48267207335311,6860.654725327334,2000-2005,7
30-34 years,11.975011444013518,1.0956390271959844,137.18552220625938,125.21051076224586,7350.70007025412,2000-2005,8
35-39 years,0.5478093635080086,1.002873966610519,191.15870981829045,190.61090045478244,354.2863711772504,2000-2005,9
40-44 years,8.418437492187877,1.0289097331961592,299.6157804447107,291.19734295252283,5704.10241115047,2000-2005,10
45-49 years,42.023220670421836,1.0954994930960016,482.0592806333545,440.03605996293265,26556.694909316404,2000-2005,11
5-9 years,6.348766993305702,1.137090677308867,52.659479858206446,46.310712864900744,3868.3545191571106,2000-2005,3
50-54 years,79.58468421877683,1.119890631431229,743.3953862620617,663.8107020432849,44285.63926279529,2000-2005,12
55-59 years,88.52690303920826,1.07766835421918,1228.333506760787,1139.8066037215788,39692.43039108287,2000-2005,13
60-64 years,175.24862828461846,1.0902423171628375,2117.227001561445,1941.9783732768265,59763.909350251,2000-2005,14
65-69 years,384.6166887505433,1.1306609530109983,3328.2404714285144,2943.623782677971,105353.71107318722,2000-2005,15
70-74 years,796.1540957926045,1.1913359677565603,4957.180927953947,4161.026832161342,185641.98132451018,2000-2005,16
75-79 years,1317.8674973321567,1.2478247520696972,6635.607094874557,5317.739597542401,245911.07026428657,2000-2005,17
80-84 years,1912.3011763887434,1.2976905660155518,8336.089481083765,6423.788304695022,230999.0022084664,2000-2005,18
< 1 year,308.2265596030504,1.2695985682342201,1451.506220254925,1143.2796606518746,37450.39619066871,2000-2005,1
1-4 years,13.916460340903626,1.102362257728381,149.8695025044622,135.95304216355856,8014.772988623544,2006-2012,2
10-14 years,5.760285677349145,1.114815049186789,55.93041335789321,50.17012768054406,4282.557715261894,2006-2012,4
15-19 years,10.922929049971764,1.1985152907555565,65.94604091404376,55.023111864072,8599.223354132446,2006-2012,5
20-24 years,28.781985312999183,1.3624428595843756,108.19308295747858,79.4110976444794,22233.299057372238,2006-2012,6
25-29 years,18.289444273064277,1.1669436711876717,127.84402722280653,109.55458294974225,13492.39975953137,2006-2012,7
30-34 years,11.044271621368182,1.0816313299757434,146.33879180926624,135.29452018789806,7684.738492490897,2006-2012,8
35-39 years,-0.10785440000663016,0.9993888467571546,176.36899697770184,176.47685137770847,-76.60473517552514,2006-2012,9
40-44 years,-11.105308132952757,0.9615077491146617,277.40232333899087,288.5076314719436,-8246.844463913949,2006-2012,10
45-49 years,-24.972846348601877,0.9485152339044608,460.08027212648824,485.0531184750901,-19455.208575415327,2006-2012,11
5-9 years,12.075805215464278,1.2405895743519129,62.26835926936884,50.19255405390456,8668.656624078243,2006-2012,3
50-54 years,29.746736741012228,1.0384800056219692,802.7907178996066,773.0439811585944,22271.896714008843,2006-2012,12
55-59 years,151.94370747323728,1.1359945173742914,1269.2218919683492,1117.2781844951119,99863.35770587035,2006-2012,13
60-64 years,224.79735493082853,1.1258226108786888,2011.418641525856,1786.6212865950274,120867.94029216874,2006-2012,14
65-69 years,290.2599784042295,1.1018153167729137,3141.1078429904396,2850.84786458621,115383.27583531411,2006-2012,15
70-74 years,532.4880518180571,1.1319290009252736,4568.6593870324095,4036.1713352143524,156224.99218553654,2006-2012,16
75-79 years,904.7720702166152,1.1749371917907832,6076.754431169803,5171.982360953188,202543.58755819334,2006-2012,17
80-84 years,1467.4996786500606,1.2396834880917666,7590.156230144361,6122.6565514943,233611.39124427745,2006-2012,18
< 1 year,321.5380726867977,1.3255146240454028,1309.321873889995,987.7838012031973,46351.71635999473,2006-2012,1
1-4 years,23.4873680034939,1.190303470486359,146.90796534450496,123.42059734101106,13385.688012734328,2013-2019,2
10-14 years,2.259686257025372,1.0413067584940967,56.964687070592205,54.70500081356683,1672.7335426532215,2013-2019,4
15-19 years,13.333245826902221,1.2633182794529807,63.96871957601226,50.63547374911004,10073.391488075735,2013-2019,5
20-24 years,26.085252220355414,1.3306698130538173,104.97135306957318,78.88610084921777,20918.481621644114,2013-2019,6
25-29 years,21.87814588676082,1.2121138305921955,125.02156574618132,103.1434198594205,17740.502585954204,2013-2019,7
30-34 years,11.884849051278565,1.083566220071485,154.1055817960635,142.22073274478493,9149.438373757797,2013-2019,8
35-39 years,11.812459327742545,1.0620307008849683,202.24170096484625,190.4292416371037,8571.839512609271,2013-2019,9
