Five-Year Age Groups,Gender,Deaths,Year
70-74 years,Male,175,2008
70-74 years,Male,181,2009
70-74 years,Male,174,2010
70-74 years,Male,170,2011
70-74 years,Male,189,2012
70-74 years,Male,174,2013
70-74 years,Male,253,2014
70-74 years,Male,218,2015
70-74 years,Male,251,2016
70-74 years,Male,252,2017
70-74 years,Male,281,2018
70-74 years,Male,296,2019
70-74 years,Male,336,2020
75-79 years,Female,302,1999
75-79 years,Female,288,2000
75-79 years,Female,280,2001
75-79 years,Female,285,2002
75-79 years,Female,308,2003
75-79 years,Female,306,2004
75-79 years,Female,311,2005
75-79 years,Female,261,2006
75-79 years,Female,275,2007
75-79 years,Female,290,2008
75-79 years,Female,244,2009
75-79 years,Female,243,2010
75-79 years,Female,254,2011
75-79 years,Female,232,2012
75-79 years,Female,280,2013
75-79 years,Female,265,2014
75-79 years,Female,276,2015
75-79 years,Female,300,2016
75-79 years,Female,274,2017
75-79 years,Female,372,2018
75-79 years,Female,357,2019
75-79 years,Female,414,2020
75-79 years,Male,184,1999
75-79 years,Male,185,2000
75-79 years,Male,204,2001
75-79 years,Male,199,2002
75-79 years,Male,195,2003
75-79 years,Male,218,2004
75-79 years,Male,222,2005
75-79 years,Male,191,2006
75-79 years,Male,211,2007
75-79 years,Male,177,2008
75-79 years,Male,207,2009
75-79 years,Male,208,2010
75-79 years,Male,201,2011
75-79 years,Male,210,2012
75-79 years,Male,218,2013
75-79 years,Male,203,2014
75-79 years,Male,250,2015
75-79 years,Male,238,2016
75-79 years,Male,301,2017
75-79 years,Male,293,2018
75-79 years,Male,291,2019
75-79 years,Male,294,2020
80-84 years,Female,398,1999
80-84 years,Female,403,2000
80-84 years,Female,408,2001
80-84 years,Female,386,2002
80-84 years,Female,437,2003
80-84 years,Female,455,2004
80-84 years,Female,450,2005
80-84 years,Female,409,2006
80-84 years,Female,376,2007
80-84 years,Female,393,2008
80-84 years,Female,368,2009
80-84 years,Female,331,2010
80-84 years,Female,343,2011
80-84 years,Female,337,2012
80-84 years,Female,360,2013
80-84 years,Female,384,2014
80-84 years,Female,340,2015
80-84 years,Female,381,2016
80-84 years,Female,354,2017
80-84 years,Female,348,2018
80-84 years,Female,388,2019
80-84 years,Female,416,2020
80-84 years,Male,220,1999
80-84 years,Male,226,2000
80-84 years,Male,208,2001
80-84 years,Male,239,2002
80-84 years,Male,240,2003
80-84 years,Male,253,2004
80-84 years,Male,264,2005
80-84 years,Male,232,2006
80-84 years,Male,241,2007
80-84 years,Male,241,2008
80-84 years,Male,228,2009
80-84 years,Male,227,2010
80-84 years,Male,242,2011
80-84 years,Male,243,2012
80-84 years,Male,232,2013
80-84 years,Male,255,2014
80-84 years,Male,260,2015
80-84 years,Male,245,2016
80-84 years,Male,266,2017
80-84 years,Male,286,2018
80-84 years,Male,319,2019
80-84 years,Male,336,2020
< 1 year,Female,8,2021
15-19 years,Female,1,2021
20-24 years,Female,10,2021
25-29 years,Female,14,2021
30-34 years,Female,16,2021
35-39 years,Female,49,2021
40-44 years,Female,48,2021
45-49 years,Female,71,2021
50-54 years,Female,105,2021
55-59 years,Female,165,2021
60-64 years ,Female,268,2021
65-69 years,Female,321,2021
70-74 years,Female,433,2021
75-79 years,Female,443,2021
80-84 years,Female,467,2021
< 1 year,Female,3,2022
1-4 years,Female,1,2022
10-14 years,Female,6,2022
20-24 years,Female,8,2022
25-29 years,Female,12,2022
30-34 years,Female,36,2022
35-39 years,Female,43,2022
40-44 years,Female,62,2022
45-49 years,Female,102,2022
50-54 years,Female,139,2022
55-59 years,Female,207,2022
60-64 years ,Female,337,2022
65-69 years,Female,385,2022
70-74 years,Female,507,2022
75-79 years,Female,506,2022
80-84 years,Female,515,2022
< 1 year,Male,7,2021
5-9 years,Male,9,2021
10-14 years,Male,8,2021
15-19 years,Male,7,2021
20-24 years,Male,6,2021
25-29 years,Male,1,2021
30-34 years,Male,20,2021
35-39 years,Male,40,2021
40-44 years,Male,62,2021
