Five-Year Age Groups,Gender,Deaths,Year
< 1 year,Female,540,1999
< 1 year,Female,571,2000
< 1 year,Female,615,2001
< 1 year,Female,588,2002
< 1 year,Female,574,2003
< 1 year,Female,655,2004
< 1 year,Female,678,2005
< 1 year,Female,662,2006
< 1 year,Female,761,2007
< 1 year,Female,776,2008
< 1 year,Female,663,2009
< 1 year,Female,656,2010
< 1 year,Female,680,2011
< 1 year,Female,657,2012
< 1 year,Female,646,2013
< 1 year,Female,638,2014
< 1 year,Female,701,2015
< 1 year,Female,698,2016
< 1 year,Female,738,2017
< 1 year,Female,642,2018
< 1 year,Female,687,2019
< 1 year,Female,656,2020
< 1 year,Male,745,1999
< 1 year,Male,743,2000
< 1 year,Male,802,2001
< 1 year,Male,777,2002
< 1 year,Male,802,2003
< 1 year,Male,842,2004
< 1 year,Male,834,2005
< 1 year,Male,936,2006
< 1 year,Male,986,2007
< 1 year,Male,997,2008
< 1 year,Male,964,2009
< 1 year,Male,895,2010
< 1 year,Male,864,2011
< 1 year,Male,908,2012
< 1 year,Male,906,2013
< 1 year,Male,860,2014
< 1 year,Male,955,2015
< 1 year,Male,936,2016
< 1 year,Male,1009,2017
< 1 year,Male,924,2018
< 1 year,Male,987,2019
< 1 year,Male,902,2020
1-4 years,Female,993,1999
1-4 years,Female,910,2000
1-4 years,Female,879,2001
1-4 years,Female,843,2002
1-4 years,Female,865,2003
1-4 years,Female,880,2004
1-4 years,Female,829,2005
1-4 years,Female,875,2006
1-4 years,Female,823,2007
1-4 years,Female,796,2008
1-4 years,Female,760,2009
1-4 years,Female,722,2010
1-4 years,Female,745,2011
1-4 years,Female,723,2012
1-4 years,Female,668,2013
1-4 years,Female,671,2014
1-4 years,Female,639,2015
1-4 years,Female,677,2016
1-4 years,Female,666,2017
1-4 years,Female,640,2018
1-4 years,Female,635,2019
1-4 years,Female,599,2020
1-4 years,Male,1354,1999
1-4 years,Male,1333,2000
1-4 years,Male,1315,2001
1-4 years,Male,1297,2002
1-4 years,Male,1283,2003
1-4 years,Male,1204,2004
1-4 years,Male,1295,2005
1-4 years,Male,1175,2006
1-4 years,Male,1235,2007
1-4 years,Male,1186,2008
1-4 years,Male,1169,2009
1-4 years,Male,1159,2010
1-4 years,Male,1124,2011
1-4 years,Male,1055,2012
1-4 years,Male,1065,2013
1-4 years,Male,990,2014
1-4 years,Male,1044,2015
1-4 years,Male,994,2016
1-4 years,Male,1006,2017
1-4 years,Male,1018,2018
1-4 years,Male,885,2019
1-4 years,Male,972,2020
5-9 years,Female,662,1999
5-9 years,Female,643,2000
5-9 years,Female,568,2001
5-9 years,Female,553,2002
5-9 years,Female,509,2003
5-9 years,Female,516,2004
5-9 years,Female,511,2005
5-9 years,Female,508,2006
5-9 years,Female,475,2007
5-9 years,Female,395,2008
5-9 years,Female,381,2009
5-9 years,Female,346,2010
5-9 years,Female,363,2011
5-9 years,Female,363,2012
5-9 years,Female,363,2013
5-9 years,Female,337,2014
5-9 years,Female,380,2015
5-9 years,Female,400,2016
5-9 years,Female,381,2017
5-9 years,Female,363,2018
5-9 years,Female,376,2019
5-9 years,Female,373,2020
5-9 years,Male,1004,1999
5-9 years,Male,931,2000
5-9 years,Male,880,2001
5-9 years,Male,806,2002
5-9 years,Male,737,2003
5-9 years,Male,767,2004
5-9 years,Male,715,2005
5-9 years,Male,717,2006
5-9 years,Male,653,2007
5-9 years,Male,593,2008
5-9 years,Male,543,2009
5-9 years,Male,573,2010
5-9 years,Male,564,2011
5-9 years,Male,555,2012
5-9 years,Male,544,2013
5-9 years,Male,546,2014
5-9 years,Male,549,2015
5-9 years,Male,571,2016
5-9 years,Male,527,2017
5-9 years,Male,545,2018
5-9 years,Male,554,2019
5-9 years,Male,550,2020
10-14 years,Female,707,1999
10-14 years,Female,708,2000
10-14 years,Female,680,2001
10-14 years,Female,715,2002
10-14 years,Female,635,2003
10-14 years,Female,744,2004
10-14 years,Female,644,2005
10-14 years,Female,599,2006
10-14 years,Female,591,2007
10-14 years,Female,495,2008
10-14 years,Female,474,2009
10-14 years,Female,465,2010
10-14 years,Female,449,2011
10-14 years,Female,448,2012
10-14 years,Female,490,2013
10-14 years,Female,460,2014
10-14 years,Female,491,2015
10-14 years,Female,569,2016
10-14 years,Female,542,2017
10-14 years,Female,568,2018
10-14 years,Female,545,2019
10-14 years,Female,613,2020
10-14 years,Male,1462,1999
10-14 years,Male,1469,2000
10-14 years,Male,1374,2001
10-14 years,Male,1370,2002
10-14 years,Male,1380,2003
10-14 years,Male,1336,2004
10-14 years,Male,1239,2005
10-14 years,Male,1122,2006
10-14 years,Male,1076,2007
10-14 years,Male,1000,2008
10-14 years,Male,929,2009
10-14 years,Male,884,2010
10-14 years,Male,913,2011
10-14 years,Male,878,2012
10-14 years,Male,870,2013
10-14 years,Male,909,2014
10-14 years,Male,883,2015
10-14 years,Male,911,2016
10-14 years,Male,1065,2017
10-14 years,Male,958,2018
10-14 years,Male,1014,2019
10-14 years,Male,1201,2020
15-19 years,Female,2713,1999
15-19 years,Female,2601,2000
15-19 years,Female,2500,2001
15-19 years,Female,2719,2002
15-19 years,Female,2624,2003
15-19 years,Female,2784,2004
15-19 years,Female,2590,2005
15-19 years,Female,2613,2006
15-19 years,Female,2540,2007
15-19 years,Female,2253,2008
15-19 years,Female,2128,2009
15-19 years,Female,1957,2010
15-19 years,Female,1904,2011
15-19 years,Female,1830,2012
15-19 years,Female,1705,2013
15-19 years,Female,1709,2014
15-19 years,Female,1966,2015
15-19 years,Female,2081,2016
15-19 years,Female,2041,2017
15-19 years,Female,2007,2018
15-19 years,Female,1902,2019
15-19 years,Female,2214,2020
15-19 years,Male,7879,1999
15-19 years,Male,7846,2000
15-19 years,Male,7830,2001
15-19 years,Male,8006,2002
15-19 years,Male,7766,2003
15-19 years,Male,7875,2004
15-19 years,Male,7898,2005
15-19 years,Male,8131,2006
15-19 years,Male,7875,2007
15-19 years,Male,7183,2008
15-19 years,Male,6438,2009
15-19 years,Male,6240,2010
15-19 years,Male,6041,2011
15-19 years,Male,5715,2012
15-19 years,Male,5243,2013
15-19 years,Male,5415,2014
15-19 years,Male,5751,2015
15-19 years,Male,6176,2016
15-19 years,Male,6428,2017
15-19 years,Male,5863,2018
15-19 years,Male,5925,2019
15-19 years,Male,7439,2020
20-24 years,Female,2385,1999
20-24 years,Female,2461,2000
20-24 years,Female,2482,2001
20-24 years,Female,2727,2002
20-24 years,Female,2881,2003
20-24 years,Female,2813,2004
20-24 years,Female,2894,2005
20-24 years,Female,2944,2006
20-24 years,Female,2981,2007
20-24 years,Female,2782,2008
20-24 years,Female,2661,2009
20-24 years,Female,2885,2010
20-24 years,Female,2855,2011
20-24 years,Female,2948,2012
20-24 years,Female,3041,2013
20-24 years,Female,2991,2014
20-24 years,Female,3269,2015
20-24 years,Female,3577,2016
20-24 years,Female,3726,2017
20-24 years,Female,3477,2018
20-24 years,Female,3339,2019
20-24 years,Female,4000,2020
20-24 years,Male,10111,1999
20-24 years,Male,10613,2000
20-24 years,Male,11295,2001
20-24 years,Male,11802,2002
20-24 years,Male,12058,2003
20-24 years,Male,12011,2004
20-24 years,Male,12648,2005
20-24 years,Male,13192,2006
20-24 years,Male,12901,2007
20-24 years,Male,12068,2008
20-24 years,Male,11025,2009
20-24 years,Male,11107,2010
20-24 years,Male,11491,2011
20-24 years,Male,11505,2012
20-24 years,Male,11368,2013
20-24 years,Male,11453,2014
20-24 years,Male,12324,2015
20-24 years,Male,13565,2016
20-24 years,Male,13063,2017
20-24 years,Male,12096,2018
20-24 years,Male,11932,2019
20-24 years,Male,14621,2020
25-29 years,Female,2262,1999
25-29 years,Female,2169,2000
25-29 years,Female,2214,2001
25-29 years,Female,2274,2002
25-29 years,Female,2324,2003
25-29 years,Female,2438,2004
25-29 years,Female,2521,2005
25-29 years,Female,2812,2006
25-29 years,Female,2941,2007
25-29 years,Female,2824,2008
25-29 years,Female,2820,2009
25-29 years,Female,2970,2010
25-29 years,Female,3031,2011
25-29 years,Female,3112,2012
25-29 years,Female,3141,2013
25-29 years,Female,3366,2014
25-29 years,Female,3634,2015
25-29 years,Female,4341,2016
25-29 years,Female,4598,2017
25-29 years,Female,4609,2018
25-29 years,Female,4411,2019
25-29 years,Female,5349,2020
25-29 years,Male,8787,1999
25-29 years,Male,8784,2000
25-29 years,Male,8981,2001
25-29 years,Male,9215,2002
25-29 years,Male,9242,2003
25-29 years,Male,9790,2004
25-29 years,Male,10247,2005
25-29 years,Male,11101,2006
25-29 years,Male,11129,2007
25-29 years,Male,11010,2008
25-29 years,Male,10248,2009
25-29 years,Male,10558,2010
25-29 years,Male,10854,2011
25-29 years,Male,10962,2012
25-29 years,Male,10995,2013
25-29 years,Male,11427,2014
25-29 years,Male,12963,2015
25-29 years,Male,15054,2016
25-29 years,Male,15981,2017
25-29 years,Male,15237,2018
25-29 years,Male,15002,2019
25-29 years,Male,18075,2020
30-34 years,Female,2584,1999
30-34 years,Female,2428,2000
30-34 years,Female,2501,2001
