age_cat,unadj_excess_deaths_number,unadj_excess_deaths_rate,ratio_unadj_excess_deaths_rate,male_death_rate,female_death_rate,Year,age
65-69 years,4543.342584523187,8.435489191539077,1.2649232270041162,40.2767485893344,31.841259397795326,2013-2019,15
70-74 years,4989.896470164975,12.666933710542416,1.23280173407856,67.07775569466006,54.41082198411764,2013-2019,16
75-79 years,6091.727789212793,22.902586642483755,1.248112587581053,115.20982049051246,92.3072338480287,2013-2019,17
80-84 years,9202.388726932146,52.8962565375715,1.3370392522402097,209.84016199067304,156.94390545310154,2013-2019,18
< 1 year,59.23469901163588,0.4225325217350937,1.1930945215146176,2.6107485230011225,2.1882160012660288,2013-2019,1
1-4 years,1.365807626008154,0.005849760695704559,1.093329894202805,0.06852807770946956,0.062678317013765,2020-2022,2
10-14 years,-7.671684573526498,-0.023762348205337736,0.4771094937953314,0.021681866067768098,0.04544421427310583,2020-2022,4
15-19 years,-12.879729464257615,-0.039267927600913424,0.6996312797403839,0.09146448543787829,0.1307324130387917,2020-2022,5
20-24 years,-2.492354420453225,-0.007415939898168522,0.9770273727234797,0.31540041928022533,0.32281635917839385,2020-2022,6
25-29 years,50.95608250995076,0.14724244074712312,1.2274379196757883,0.7946386223381989,0.6473961815910758,2020-2022,7
30-34 years,123.35510408767766,0.3516356283391071,1.3011269158204761,1.519367936097152,1.1677323077580448,2020-2022,8
35-39 years,91.23867748393604,0.2723240128579629,1.1305720201504692,2.357947047135451,2.085623034277488,2020-2022,9
40-44 years,204.37608978268804,0.64840234920014606,1.1958330848707088,3.959397269329338,3.310994920129192,2020-2022,10
45-49 years,478.12359929789795,1.6156290261522255,1.3014885643586236,6.974469185112347,5.358840158960121,2020-2022,11
5-9 years,3.3047194362470513,0.010675931845677895,1.210554976881334,0.06137970529148302,0.05070377344580512,2020-2022,3
50-54 years,840.8174343273395,2.719100565302284,1.3154821156182699,11.337974443377732,8.618873878075448,2020-2022,12
55-59 years,1308.0225533656203,4.150356291046716,1.3038395832684861,17.81005212922616,13.659695838179445,2020-2022,13
60-64 years,2310.059253445723,7.547056416216094,1.352253755061677,28.97211238160859,21.425055965392495,2020-2022,14
65-69 years,2710.462221756652,10.419859178115772,1.2999779634902495,45.15527459623684,34.73541541812107,2020-2022,15
70-74 years,2562.8953862877497,12.23290446870417,1.2104338100029313,70.36474396984596,58.13183950114179,2020-2022,16
75-79 years,3389.5535203010368,24.46310146596609,1.2576344247309699,119.4158683235444,94.95276685757831,2020-2022,17
80-84 years,4236.725037430373,51.2247591050498,1.3208115119091848,210.8972060200797,159.6724469150299,2020-2022,18
< 1 year,39.65967561906599,0.706629932402187,1.512794275644943,2.0846288024431137,1.3779988700409267,2020-2022,1
