Gender,Year,yrs_lost
Female,2000,334.36115771691755
Female,2001,350.44130507114954
Female,2002,348.87000235034907
Female,2003,358.1802219486217
Female,2004,362.3674768425394
Female,2005,352.68866793782007
Female,2006,355.9714269052991
Female,2007,360.87403266472916
Female,2008,347.5837391804643
Female,2009,355.8237991231108
Female,2010,353.1973251686403
Female,2011,322.4897830767451
Female,2012,320.64675715209535
Female,2013,328.4788935874455
Female,2014,333.5801678348682
Female,2015,340.37604688080336
Female,2016,347.4823904946847
Female,2017,342.8391045175964
Female,2018,341.9364878816849
Female,2019,341.87884578334825
Female,2020,342.78614872524395
Female,2021,361.85343998193207
Female,2022,367.3370921956855
Male,2000,359.15911668872974
Male,2001,369.7699356182558
Male,2002,374.2389271258576
Male,2003,388.0536758935574
Male,2004,389.9780447472037
Male,2005,381.91125407758204
Male,2006,387.57903519499087
Male,2007,388.05011049342113
Male,2008,385.6820825857731
Male,2009,385.02869813325805
Male,2010,392.57513513431593
Male,2011,355.9868328295964
Male,2012,357.5892949431396
Male,2013,357.8342047657429
Male,2014,366.00657722413047
Male,2015,382.0039896695731
Male,2016,385.53853229032416
Male,2017,383.7008485370314
Male,2018,391.5889113141771
Male,2019,387.79757755031994
Male,2020,393.7399072219738
Male,2021,395.48755370175365
Male,2022,402.5542739533444
