age_cat,excess_yrs_lost,ratio_excess_yrs_lost,male_years_lost,female_years_lost,exc_pll_number,Year,age
1-4 years,-0.2964358770075979,0.9697963514560516,9.518135914750049,9.814571791757647,-141.5717779610369,2000-2005,2
10-14 years,-0.11685357192605395,0.9787225478633343,5.375043257426452,5.491896829352506,-75.90814342409348,2000-2005,4
15-19 years,-1.113797630322594,0.9059677968469918,10.731055441026111,11.844853071348705,-714.9318297057084,2000-2005,5
20-24 years,-5.162473233255312,0.8071277270574283,21.60380661865712,26.766279851912433,-3199.9953258201353,2000-2005,6
25-29 years,-8.631910699278073,0.7831728004851365,31.1781810170352,39.81009171631327,-4978.227476557238,2000-2005,7
30-34 years,-6.78023750536687,0.8727153086679296,46.48804978362099,53.26828728898786,-4161.957801882131,2000-2005,8
35-39 years,-3.8362381445100056,0.9478151749900268,69.67628477334682,73.51252291785683,-2481.021650463864,2000-2005,9
40-44 years,10.467697313513312,1.1054076397728314,109.77451545376113,99.30681814024781,7092.624675376284,2000-2005,10
45-49 years,25.46930897387466,1.1746445155365053,171.30445813749608,145.83514916362142,16095.402902956846,2000-2005,11
5-9 years,-0.31949078427772104,0.9203638719569026,3.692391663156429,4.01188244743415,-194.66829078668968,2000-2005,3
50-54 years,34.644768200384334,1.170481989123742,237.8613565241979,203.21658832381357,19278.40415434349,2000-2005,12
55-59 years,19.197912757968993,1.0614102400862153,331.8153643591441,312.6174516011751,8607.68636018221,2000-2005,13
60-64 years,11.367060946987635,1.0248436472198665,468.91102968833235,457.5439687413447,3876.4354772080856,2000-2005,14
65-69 years,7.2220018574653295,1.010805875867339,675.5622591515468,668.3402572940814,1978.2415046345257,2000-2005,15
70-74 years,28.62053463122686,1.0313300172895177,942.1385313417669,913.51799671054,6673.548228396952,2000-2005,16
75-79 years,96.10957044520273,1.0763326165521094,1355.198735554488,1259.0891651092852,17933.826715254218,2000-2005,17
80-84 years,235.73126212338866,1.139851119041604,1921.3185047486083,1685.5872426252197,28475.476045398602,2000-2005,18
< 1 year,96.6319873363787,1.3062697548602673,412.1446548554621,315.5126675190834,11741.0589635743,2000-2005,1
1-4 years,-1.7989151548174203,0.8005684933654608,7.221300282425178,9.020215437242598,-1036.031881561056,2006-2012,2
10-14 years,-0.43293280969799497,0.9047273579952481,4.111213343784359,4.544146153482354,-321.8694086046418,2006-2012,4
15-19 years,-2.3715797469111273,0.7280305331843846,6.348442300707054,8.720022047618182,-1867.0581720823684,2006-2012,5
20-24 years,-4.462755029478103,0.8215973557479983,20.552317186459806,25.01507221593791,-3447.356605569731,2006-2012,6
25-29 years,-4.680181500230326,0.8652755593699173,30.058738018321264,34.73891951855159,-3452.64070386601,2006-2012,7
30-34 years,-2.1124936987064515,0.9577457395800795,47.88231576459043,49.99480946329688,-1469.8988034833253,2006-2012,8
35-39 years,-1.5316017137041484,0.979747115690965,74.09227932633549,75.62388104003963,-1087.8364134006054,2006-2012,9
40-44 years,11.498406046937603,1.1109263860924152,115.15639448404421,103.65798843710661,8538.760484335085,2006-2012,10
45-49 years,18.025066984782,1.1194575422355744,168.91605844044048,150.89099145565848,14042.50972754652,2006-2012,11
5-9 years,-0.16967587388814565,0.9521969292425266,3.3798005760451315,3.549476449933277,-121.8023860009892,2006-2012,3
50-54 years,35.03024164766242,1.1582515429727671,256.3882201521162,221.3579785044538,26227.74829508778,2006-2012,12
55-59 years,49.01455737535423,1.1562861929923558,362.63507904070457,313.62052166535034,32214.28749744077,2006-2012,13
60-64 years,43.180888294724866,1.0953833308105536,495.8898462203911,452.70895792566625,23217.288431955025,2006-2012,14
65-69 years,21.844770732533675,1.0334589417062903,674.7276659625074,652.8828952299738,8683.66772728459,2006-2012,15
70-74 years,51.01706374295907,1.0555620673062178,969.2165875617918,918.1995238188327,14967.735627795972,2006-2012,16
