Gender	Year	AA_rate	Deaths	Population	Crude Rate
F	2000	13.1003749835676	19703	140355754	14.0378997215889
F	2001	13.3970126445041	20441	142026033	14.3924318438156
F	2002	14.0793854426038	21781	143317188	15.1977584154107
F	2003	14.183164032719	22226	144551061	15.3758816062927
F	2004	14.0581583314877	22308	145810702	15.2992885254746
F	2005	14.0808883804813	22655	147070066	15.4042223656852
F	2006	14.1629959902406	23058	148385108	15.539295223615
F	2007	13.9607950374932	22999	149720044	15.3613366557653
F	2008	14.1291285869043	23667	151070989	15.6661448744471
F	2009	14.0674693957453	23858	152332121	15.6618314268729
F	2010	13.3477499846074	22935	153260458	14.9647210371771
F	2011	13.2630181716799	23172	154457950	15.0021413595092
F	2012	12.9799242020684	23129	155498676	14.8740816288365
F	2013	13.1056341397645	23840	156478230	15.235346156459
F	2014	13.0376047305841	24215	157867207	15.3388410805292
F	2015	12.8576228494247	24290	159076660	15.2693676118168
F	2016	12.5308014810729	24096	159893102	15.0700685011415
F	2017	12.1355676543953	24018	161122046	14.9067123936596
F	2018	11.6822089756413	23588	161819945	14.5766951039317
F	2019	10.9586805399322	22577	162353729	13.9060557087666
F	2020	11.4905554987996	24206	162984194	14.8517469123417
F	2021	11.7584424711382	24801	163709190	15.1494244153306
F	2022	11.7245377003448	25384	163801963	15.4967617817865
M	2000	22.4982353803623	28445	136826565	20.7890916504408
M	2001	22.5105448698135	29045	138630428	20.9513888249699
M	2002	23.3757927688349	30580	139939197	21.8523477735834
M	2003	22.8633625352894	30399	141090696	21.5457155303848
M	2004	22.3286872028697	30180	142448713	21.1865726017475
M	2005	22.2723503002571	30620	143753234	21.3003903620005
M	2006	21.8050048158589	30482	145128875	21.0034012873041
M	2007	21.0815648180433	29971	146471618	20.4619846556211
M	2008	20.6958736143218	30004	147827137	20.2966793573226
M	2009	20.5404219721102	30260	149072107	20.2989013900501
M	2010	19.3943983960646	29074	149991647	19.3837460828735
M	2011	18.9448620114153	29113	151396794	19.2296013877282
M	2012	18.5101478905536	29148	152528034	19.1099296539809
M	2013	18.6785324467278	30018	153609820	19.5417194030955
M	2014	18.2165872738817	30039	154827618	19.4015773077385
M	2015	18.2297216808975	30553	156054999	19.5783539109824
M	2016	17.4599822835199	29801	156854080	18.9991870150907
M	2017	16.6000685641156	28943	158128450	18.3034741692592
M	2018	16.0639007347443	28583	158802986	17.999031831807
M	2019	15.2297867425055	27595	159280836	17.3247458344581
M	2020	15.9928889272349	29552	159841509	18.4883139460351
M	2021	16.158855455834	30386	162208799	18.732645939879
M	2022	15.9782516429241	30521	162999726	18.7245713529604
