Five-Year Age Groups,Gender,Deaths,Year
< 1 year,Female,6143,1999
< 1 year,Female,6046,2000
< 1 year,Female,5959,2001
< 1 year,Female,6146,2002
< 1 year,Female,6125,2003
< 1 year,Female,6066,2004
< 1 year,Female,6310,2005
< 1 year,Female,6296,2006
< 1 year,Female,6326,2007
< 1 year,Female,5953,2008
< 1 year,Female,5667,2009
< 1 year,Female,5277,2010
< 1 year,Female,5309,2011
< 1 year,Female,5181,2012
< 1 year,Female,5303,2013
< 1 year,Female,5149,2014
< 1 year,Female,5181,2015
< 1 year,Female,5022,2016
< 1 year,Female,4753,2017
< 1 year,Female,4569,2018
< 1 year,Female,4493,2019
< 1 year,Female,4233,2020
< 1 year,Male,7941,1999
< 1 year,Male,7872,2000
< 1 year,Male,7775,2001
< 1 year,Male,7960,2002
< 1 year,Male,8129,2003
< 1 year,Male,8013,2004
< 1 year,Male,8113,2005
< 1 year,Male,8025,2006
< 1 year,Male,8140,2007
< 1 year,Male,7847,2008
< 1 year,Male,7332,2009
< 1 year,Male,6731,2010
< 1 year,Male,6622,2011
< 1 year,Male,6624,2012
< 1 year,Male,6649,2013
< 1 year,Male,6646,2014
< 1 year,Male,6432,2015
< 1 year,Male,6343,2016
< 1 year,Male,6247,2017
< 1 year,Male,6002,2018
< 1 year,Male,5801,2019
< 1 year,Male,5317,2020
1-4 years,Female,36,1999
1-4 years,Female,27,2000
1-4 years,Female,28,2001
1-4 years,Female,25,2002
1-4 years,Female,36,2003
1-4 years,Female,23,2004
1-4 years,Female,22,2005
1-4 years,Female,28,2006
1-4 years,Female,36,2007
1-4 years,Female,24,2008
1-4 years,Female,25,2009
1-4 years,Female,22,2010
1-4 years,Female,14,2011
1-4 years,Female,15,2012
1-4 years,Female,16,2013
1-4 years,Female,14,2014
1-4 years,Female,16,2015
1-4 years,Female,25,2016
1-4 years,Female,23,2017
1-4 years,Female,22,2018
1-4 years,Female,32,2019
1-4 years,Female,23,2020
1-4 years,Male,56,1999
1-4 years,Male,52,2000
1-4 years,Male,44,2001
1-4 years,Male,40,2002
1-4 years,Male,43,2003
1-4 years,Male,38,2004
1-4 years,Male,36,2005
1-4 years,Male,37,2006
1-4 years,Male,34,2007
1-4 years,Male,27,2008
1-4 years,Male,33,2009
1-4 years,Male,30,2010
1-4 years,Male,20,2011
1-4 years,Male,27,2012
1-4 years,Male,29,2013
1-4 years,Male,24,2014
1-4 years,Male,34,2015
1-4 years,Male,35,2016
1-4 years,Male,19,2017
1-4 years,Male,40,2018
1-4 years,Male,25,2019
1-4 years,Male,31,2020
5-9 years,Female,11,1999
5-9 years,Female,12,2000
5-9 years,Female,2,2001
5-9 years,Female,6,2002
5-9 years,Female,9,2003
5-9 years,Female,10,2004
5-9 years,Female,5,2005
5-9 years,Female,5,2006
5-9 years,Female,7,2007
5-9 years,Female,14,2008
5-9 years,Female,9,2009
5-9 years,Female,2,2010
5-9 years,Female,1,2011
5-9 years,Female,12,2012
5-9 years,Female,5,2013
5-9 years,Female,3,2014
5-9 years,Female,4,2015
5-9 years,Female,9,2016
5-9 years,Female,5,2017
5-9 years,Female,3,2018
5-9 years,Female,4,2019
5-9 years,Female,4,2020
5-9 years,Male,14,1999
5-9 years,Male,13,2000
5-9 years,Male,16,2001
5-9 years,Male,10,2002
5-9 years,Male,3,2003
5-9 years,Male,15,2004
5-9 years,Male,3,2005
5-9 years,Male,6,2006
5-9 years,Male,7,2007
5-9 years,Male,9,2008
5-9 years,Male,8,2009
5-9 years,Male,10,2010
5-9 years,Male,10,2011
5-9 years,Male,9,2012
5-9 years,Male,11,2013
5-9 years,Male,11,2014
5-9 years,Male,4,2015
5-9 years,Male,2,2016
5-9 years,Male,5,2017
5-9 years,Male,12,2018
5-9 years,Male,9,2019
5-9 years,Male,10,2020
10-14 years,Female,2,1999
10-14 years,Female,5,2000
10-14 years,Female,3,2001
10-14 years,Female,2,2002
10-14 years,Female,8,2003
10-14 years,Female,9,2004
10-14 years,Female,5,2005
10-14 years,Female,2,2006
10-14 years,Female,3,2007
10-14 years,Female,1,2008
10-14 years,Female,2,2009
10-14 years,Female,1,2010
10-14 years,Female,9,2011
10-14 years,Female,11,2012
10-14 years,Female,4,2013
10-14 years,Female,11,2014
10-14 years,Female,1,2015
10-14 years,Female,2,2016
10-14 years,Female,3,2017
10-14 years,Female,7,2018
10-14 years,Female,2,2019
10-14 years,Female,4,2020
10-14 years,Male,3,1999
10-14 years,Male,10,2000
10-14 years,Male,6,2001
10-14 years,Male,6,2002
10-14 years,Male,7,2003
10-14 years,Male,2,2004
10-14 years,Male,1,2005
10-14 years,Male,9,2006
10-14 years,Male,9,2007
10-14 years,Male,3,2008
10-14 years,Male,3,2009
10-14 years,Male,9,2010
10-14 years,Male,9,2011
10-14 years,Male,7,2012
10-14 years,Male,2,2013
10-14 years,Male,2,2014
10-14 years,Male,2,2015
10-14 years,Male,1,2016
10-14 years,Male,7,2017
10-14 years,Male,4,2018
10-14 years,Male,10,2019
10-14 years,Male,5,2020
15-19 years,Female,7,1999
15-19 years,Female,4,2000
15-19 years,Female,1,2001
15-19 years,Female,5,2002
15-19 years,Female,4,2003
15-19 years,Female,8,2004
15-19 years,Female,2,2005
15-19 years,Female,4,2006
15-19 years,Female,8,2007
15-19 years,Female,7,2008
15-19 years,Female,8,2009
15-19 years,Female,7,2010
15-19 years,Female,7,2011
15-19 years,Female,7,2012
15-19 years,Female,9,2013
15-19 years,Female,4,2014
15-19 years,Female,9,2015
15-19 years,Female,4,2016
15-19 years,Female,7,2017
15-19 years,Female,9,2018
15-19 years,Female,1,2019
15-19 years,Female,5,2020
15-19 years,Male,4,1999
15-19 years,Male,3,2000
15-19 years,Male,3,2001
15-19 years,Male,6,2002
15-19 years,Male,1,2003
15-19 years,Male,1,2004
15-19 years,Male,3,2005
15-19 years,Male,1,2006
15-19 years,Male,6,2007
15-19 years,Male,8,2008
15-19 years,Male,9,2009
15-19 years,Male,3,2010
15-19 years,Male,2,2011
15-19 years,Male,2,2012
15-19 years,Male,12,2013
15-19 years,Male,1,2014
15-19 years,Male,9,2015
15-19 years,Male,5,2016
15-19 years,Male,10,2017
15-19 years,Male,9,2018
15-19 years,Male,7,2019
15-19 years,Male,1,2020
20-24 years,Female,2,1999
20-24 years,Female,6,2000
20-24 years,Female,7,2001
20-24 years,Female,3,2002
20-24 years,Female,6,2003
20-24 years,Female,5,2004
20-24 years,Female,6,2005
20-24 years,Female,3,2006
20-24 years,Female,1,2007
20-24 years,Female,5,2008
20-24 years,Female,9,2009
20-24 years,Female,4,2010
20-24 years,Female,2,2011
20-24 years,Female,9,2012
20-24 years,Female,6,2013
20-24 years,Female,4,2014
20-24 years,Female,3,2015
20-24 years,Female,5,2016
20-24 years,Female,3,2017
20-24 years,Female,7,2018
20-24 years,Female,5,2019
20-24 years,Female,6,2020
20-24 years,Male,7,1999
20-24 years,Male,9,2000
20-24 years,Male,6,2001
20-24 years,Male,4,2002
20-24 years,Male,5,2003
20-24 years,Male,3,2004
20-24 years,Male,5,2005
20-24 years,Male,4,2006
20-24 years,Male,1,2007
20-24 years,Male,9,2008
20-24 years,Male,8,2009
20-24 years,Male,4,2010
20-24 years,Male,9,2011
20-24 years,Male,2,2012
20-24 years,Male,4,2013
20-24 years,Male,5,2014
20-24 years,Male,2,2015
20-24 years,Male,5,2016
20-24 years,Male,3,2017
20-24 years,Male,7,2018
20-24 years,Male,9,2019
20-24 years,Male,5,2020
25-29 years,Female,8,1999
25-29 years,Female,1,2000
25-29 years,Female,4,2001
25-29 years,Female,5,2002
25-29 years,Female,7,2003
25-29 years,Female,5,2004
25-29 years,Female,2,2005
25-29 years,Female,9,2008
25-29 years,Female,8,2010
25-29 years,Female,4,2012
25-29 years,Female,7,2013
25-29 years,Female,2,2015
25-29 years,Female,9,2016
25-29 years,Female,2,2017
25-29 years,Female,3,2018
25-29 years,Female,2,2019
25-29 years,Female,4,2020
25-29 years,Male,5,2000
25-29 years,Male,1,2001
25-29 years,Male,7,2002
25-29 years,Male,6,2003
25-29 years,Male,4,2004
25-29 years,Male,9,2005
25-29 years,Male,4,2006
25-29 years,Male,5,2007
25-29 years,Male,1,2008
25-29 years,Male,6,2009
25-29 years,Male,5,2010
25-29 years,Male,1,2011
25-29 years,Male,5,2012
25-29 years,Male,3,2013
25-29 years,Male,4,2016
25-29 years,Male,9,2018
25-29 years,Male,5,2019
25-29 years,Male,3,2020
30-34 years,Female,7,1999
30-34 years,Female,7,2001
30-34 years,Female,4,2002
30-34 years,Female,7,2004
30-34 years,Female,6,2005
30-34 years,Female,3,2006
30-34 years,Female,5,2008
30-34 years,Female,5,2009
30-34 years,Female,4,2010
30-34 years,Female,6,2011
30-34 years,Female,4,2013
30-34 years,Female,2,2015
30-34 years,Female,3,2016
30-34 years,Female,5,2018
30-34 years,Female,1,2019
30-34 years,Male,1,1999
30-34 years,Male,6,2000
30-34 years,Male,5,2002
30-34 years,Male,7,2003
30-34 years,Male,1,2004
30-34 years,Male,3,2005
30-34 years,Male,5,2006
