Gender	Year	AA_rate	Deaths	Population	Crude Rate
F	2000	6.32779968332866	10060	140355754	7.16750094905265
F	2001	6.89247566675294	11167	142026033	7.86264304094166
F	2002	7.36781503305276	12116	143317188	8.45397552734568
F	2003	7.93026618887266	13184	144551061	9.12065252845152
F	2004	8.03345122148847	13508	143848486	9.39043598971212
F	2005	9.097572849397	15473	147070066	10.5208356947361
F	2006	11.4282603827578	19552	146409189	13.3543530522528
F	2007	10.8587190663808	18755	147692863	12.6986501710648
F	2008	12.3052450091455	21389	151070989	14.158244505833
F	2009	12.3450852869073	21436	150372952	14.2552232398816
F	2010	13.5002527127043	23562	153260458	15.373828518769
F	2011	14.9343637338229	26288	154457950	17.0195189046598
F	2012	16.0851520153269	28472	155498676	18.3101237466485
F	2013	16.5147939927402	29521	156478230	18.8658831327527
F	2014	15.6176827323071	28252	157867207	17.8960536116915
F	2015	13.7547197528652	25196	159076660	15.8389043370662
F	2016	13.2533876362738	24696	152092585	16.2374779809285
F	2017	13.3429340589347	25455	161122046	15.7985828953537
F	2018	13.2265130755606	25923	161819945	16.0196569094125
F	2019	13.0459464050198	26286	162353729	16.190573608568
F	2020	14.5839444168065	30071	153544059	19.5846066567773
F	2021	14.1981255491766	28878	161966199	17.8296460485561
F	2022	13.9878319544717	29821	163801963	18.2055205284689
M	2000	10.0218921637127	12119	136826565	8.85719816177509
M	2001	10.4994029279716	12989	138630428	9.36951590454586
M	2002	11.1035004138818	13967	139939197	9.98076328821581
M	2003	11.6171584297901	14851	139057459	10.6797579265417
M	2004	11.8030431700616	15395	142448713	10.8073984494335
M	2005	12.8355936586443	16948	143753234	11.7896478071582
M	2006	15.4541396221491	20429	143063056	14.2797173296787
M	2007	13.6691324852029	18157	144350802	12.5783852589887
M	2008	14.948883417238	19991	147827137	13.5232274707451
M	2009	14.770090366213	19981	147027689	13.5899571950696
M	2010	16.24248666218	22225	147977371	15.0191883054876
M	2011	17.3844281189039	24179	149353084	16.189153482763
M	2012	18.1898710463556	25799	142311899	18.1284911390298
M	2013	18.7624521932809	27145	151593093	17.9064886551263
M	2014	18.1197415681333	26758	152809761	17.5106615080695
M	2015	16.5813354418223	25284	154019865	16.4160642524911
M	2016	16.6331930489409	26088	156854080	16.6320187527159
M	2017	16.7411313127134	27018	158128450	17.0861094255967
M	2018	16.5648089681702	27495	156834481	17.5312213390115
M	2019	16.5253018392558	28089	159280836	17.6348898620798
M	2020	18.9773348072015	33058	159841509	20.681736682053
M	2021	18.8975769312421	33320	162208799	20.5414257459609
M	2022	18.7291712155945	33897	161116859	21.0387666507327
