age_cat,unadj_excess_deaths_number,unadj_excess_deaths_rate,ratio_unadj_excess_deaths_rate,male_death_rate,female_death_rate,Year,age
1-4 years,-11.153104474637068,-0.0233533854975412,0.6827277521766529,0.05025338489526054,0.07360677039280174,2000-2005,2
10-14 years,0.293172011636619,8.958745063025533e-4,1.023072006003788,0.0397253766378238,0.03882950213152125,2000-2005,4
20-24 years,-12.79666404703366,-0.0633944523371313,0.189913515351575,0.014861948107130271,0.07825640044426158,2000-2005,6
25-29 years,3.615549497649784,0.01876752925862024,1.348169553779616,0.07267094802366166,0.053903418765041414,2000-2005,7
30-34 years,-14.158174074002574,-0.02761745961040584,0.5730110457106505,0.0370621048911406,0.06467956450154644,2000-2005,8
35-39 years,15.975811568261275,0.029546951573945386,1.7598776818487665,0.06843077758928284,0.03888382601533746,2000-2005,9
40-44 years,-2.806057682954865,-0.004141338899745418,0.9169954181208864,0.045751556239185476,0.049892895138930894,2000-2005,10
45-49 years,-10.756073911883256,-0.017020373547608478,0.6905267856446321,0.03797751563340475,0.054997889181013226,2000-2005,11
50-54 years,-3.0362245925903437,-0.006529546285779862,0.887697907590897,0.05161314852700698,0.05814269481278684,2000-2005,12
55-59 years,-12.480250725435756,-0.03358158377048588,0.5905463233272884,0.048434003544238935,0.08201558731472482,2000-2005,13
60-64 years,3.880077699911471,0.011377741214386713,1.1288209730839864,0.09969985943785993,0.08832211822347322,2000-2005,14
65-69 years,0.9819589652280207,0.004304047109580197,1.0516330237921268,0.0876624637482839,0.0833584166387037,2000-2005,15
70-74 years,-2.18472465484178,-0.00936952660018675,0.9321192062920719,0.12865959899461957,0.13802912559480632,2000-2005,16
75-79 years,2.4042452019774956,0.012884644045905225,1.0715639584951075,0.19292840234060735,0.18004375829470212,2000-2005,17
80-84 years,4.077587058247232,0.03375587969543148,1.186000832530674,0.21523829155433918,0.1814824118589077,2000-2005,18
< 1 year,-27.14156661227873,-0.22338219485176336,0.22765063630386756,0.06584209321232215,0.2892242880640855,2000-2005,1
1-4 years,-3.2501877410614277,-0.007929372985214359,0.8959946171206254,0.0683106519605218,0.07624002494573616,2006-2012,2
10-14 years,-0.3545894132937697,-0.003355561960737885,0.9575575296699144,0.07570585775967062,0.0790614197204085,2006-2012,4
15-19 years,7.337589893504839,0.02186310622411944,1.5370640931073005,0.06257166690563085,0.04070856068151141,2006-2012,5
20-24 years,1.0048589376090833,0.00870048717107614,1.3354963645040943,0.03463366586270384,0.0259331786916277,2006-2012,6
25-29 years,0.6063370388125087,0.001912099078752852,1.034859652056355,0.056763452031492995,0.05485135295274014,2006-2012,7
30-34 years,-5.197277110121263,-0.010504668568134506,0.8385802286216467,0.054572047118152264,0.06507671568628677,2006-2012,8
35-39 years,-2.931285347776665,-0.00571741368092215,0.8824254222400901,0.04291056176966589,0.04862797545058804,2006-2012,9
40-44 years,-15.086678994487151,-0.023646317101378433,0.62364856922765,0.039184099280595616,0.06283041638197405,2006-2012,10
45-49 years,-7.189837780618376,-0.009228927742961628,0.8013299251518358,0.03722460961043663,0.04645353735339826,2006-2012,11
50-54 years,-8.291513714622635,-0.015686330280378455,0.7069257658582927,0.03783707250634963,0.05352340278672808,2006-2012,12
55-59 years,-14.182089516161277,-0.02157827766165929,0.6790081756777566,0.045645483277488116,0.0672237609391474,2006-2012,13
60-64 years,14.867157239052396,0.027650819684698798,1.4933871442863116,0.08369366556122833,0.05604284587652953,2006-2012,14
65-69 years,-11.226302722397946,-0.028241063205845143,0.6984308969355849,0.0654060077933774,0.09364707099922254,2006-2012,15
70-74 years,8.850319783795115,0.03516882445952682,1.3519058575580822,0.13510698605640273,0.09993816159687591,2006-2012,16
75-79 years,9.627015094891398,0.050417228990753626,1.351697673025594,0.19377111745132536,0.14335388846057173,2006-2012,17
80-84 years,10.436262981645054,0.06555850076615985,1.4248646276357169,0.21986294623383565,0.1543044454676758,2006-2012,18
< 1 year,-0.43247027126473014,-0.0035175035384022724,0.9807212372941954,0.17893733508789525,0.18245483862629752,2006-2012,1
1-4 years,20.63069253148713,0.05075638880806579,2.4357471699102193,0.08610828771603278,0.03535189890796699,2013-2019,2
10-14 years,-11.749384549005367,-0.03695259233813867,0.2985184312516675,0.015725331052028106,0.052677923390166775,2013-2019,4
15-19 years,5.905536861419579,0.054691698475445,3.8195945551098194,0.07408870659362632,0.019397008118181316,2013-2019,5
20-24 years,2.782706003581982,0.008200310771222082,1.3019005366068808,0.035362603569330284,0.027162292798108202,2013-2019,6
25-29 years,-11.77881007974663,-0.025445500190788443,0.5907124009954782,0.03672472009606496,0.0621702202868534,2013-2019,7
30-34 years,-0.8651971466063859,-0.004025963486021189,0.9327490176211866,0.0558387900627614,0.05986475354878259,2013-2019,8
35-39 years,-1.8376745284079412,-0.0036110041407120333,0.9229088170401044,0.04322968505445251,0.04684068919516454,2013-2019,9
40-44 years,0.6770103001047296,0.0011274839723675878,1.0267350067321446,0.04330005507600467,0.042172571103637084,2013-2019,10
45-49 years,-1.4614068626529217,-0.002829330385891664,0.9503958901397379,0.0542088947503332,0.05703822513622486,2013-2019,11
5-9 years,-12.650097366944141,-0.06027471510860177,0.13651786400496665,0.00952952587797547,0.06980424098657724,2013-2019,3
50-54 years,-12.524183126049238,-0.01967490804432017,0.5609275445083042,0.0251352543747439,0.04481016241906407,2013-2019,12
55-59 years,0.5399579845437792,7.294789599719548e-4,1.019663407078542,0.03782777820476633,0.037098299244794374,2013-2019,13
60-64 years,-2.935864564550215,-0.005219246676052641,0.8910053710169731,0.042666109921338985,0.047885356597391626,2013-2019,14
65-69 years,0.8661496404952231,0.0016081543037370916,1.0269544306332725,0.061270119552299614,0.05966196524856252,2013-2019,15
70-74 years,0.6352347030888197,0.0018407991688829256,1.0179623616262006,0.10432170937380113,0.1024809102049182,2013-2019,16
75-79 years,2.7530095011542635,0.014668352524073572,1.1430358424772624,0.11721854043522818,0.10255018791115461,2013-2019,17
80-84 years,18.937742878517042,0.10885605197407905,1.787031024683436,0.24716832755160628,0.13831227557752723,2013-2019,18
< 1 year,-2.7062154406183794,-0.026971164485674992,0.9282289296606744,0.34882321001868094,0.37579437450435593,2013-2019,1
1-4 years,-8.573162850645343,-0.055687687003893996,0.5384112593215398,0.06495582549175781,0.1206435124956518,2020-2022,2
20-24 years,12.828530629881698,0.05829538154031266,4.0753026072244385,0.07725136375922222,0.018955982218909557,2020-2022,6
25-29 years,4.855312307923321,0.021359119418274494,1.7901642119556453,0.04839036064016048,0.027031241221885986,2020-2022,7
30-34 years,1.5481728435596285,0.004413216093885272,1.124332985361018,0.03990835104195146,0.035495134948066186,2020-2022,8
40-44 years,0.338113813957186,0.0010726978459171532,1.020292649354454,0.053934097418748994,0.05286139957283184,2020-2022,10
45-49 years,0.17130760661095934,8.687926575672161e-4,1.0144823790249802,0.060858429447811696,0.05998963679024448,2020-2022,11
50-54 years,-5.31908362410962,-0.017201264743965744,0.6740574564952121,0.035572652275286665,0.05277391701925241,2020-2022,12
