age_cat,excess_yrs_lost,ratio_excess_yrs_lost,male_years_lost,female_years_lost,exc_pll_number,Year,age
1-4 years,-2.1249094073081247,0.6378326238836909,3.742293293538446,5.867202700846571,-1014.8137460130506,2000-2005,2
10-14 years,-0.1440746129776711,0.9477724341361793,2.614518681477873,2.7585932944555442,-47.147947413704564,2000-2005,4
20-24 years,-3.93102039614069,0.17651518664365917,0.8426200309592655,4.773640427099956,-793.5070896098844,2000-2005,6
25-29 years,0.7036684189470805,1.2325572677263847,3.729453963413409,3.0257855444663284,135.56115797541992,2000-2005,7
30-34 years,-1.5928657601054574,0.5188755958487354,1.7178491950325565,3.310714955138014,-816.5874423726583,2000-2005,8
35-39 years,1.088794708926452,1.6037642703952493,2.892138766059349,1.803344057132897,588.7030025008506,2000-2005,9
40-44 years,-0.3672794878233734,0.8236993056058016,1.7159765599500811,2.0832560477734545,-248.85851014556172,2000-2005,10
45-49 years,-0.762161311330317,0.620714089562526,1.2473025004185265,2.0094638117488435,-481.6500280981574,2000-2005,11
50-54 years,-0.3761216465398072,0.7993351552162783,1.4982557360315856,1.8743773825713927,-174.8957344121715,2000-2005,12
55-59 years,-1.1583257025084863,0.4998597977485109,1.1576762851222482,2.3160019876307345,-430.4798513323142,2000-2005,13
60-64 years,-0.011535546963935328,0.9944508205956756,2.0672487422853414,2.0787842892492767,-3.933893176832948,2000-2005,14
65-69 years,-0.1612476907870073,0.9008741271530314,1.465448611155704,1.6266963019427112,-36.788309133089804,2000-2005,15
70-74 years,-0.4689767907742597,0.7843021754062918,1.7052537173805244,2.174230508154784,-109.35292689522649,2000-2005,16
75-79 years,-0.23776794027683934,0.8931862883821805,1.9882378475154194,2.2260057877922588,-44.36695554475439,2000-2005,17
80-84 years,-0.03896432160354424,0.9769384513501455,1.6506152549957025,1.6895795765992467,-4.706747829934291,2000-2005,18
< 1 year,-18.26778965664943,0.21295167665125045,4.942716121348113,23.210505777997543,-2219.5879584497375,2000-2005,1
1-4 years,-0.9533253570760047,0.8439537398514232,5.155922991255521,6.109248348331525,-390.76058026140134,2006-2012,2
10-14 years,-0.5620537907927234,0.900378930408249,5.079863055673898,5.641916846466621,-59.39342686817939,2006-2012,4
15-19 years,1.1539548778400235,1.4279187591711366,3.8506230025915364,2.696668124751513,387.28475095906,2006-2012,5
20-24 years,0.39324665060749453,1.2471287260892256,1.98450905393293,1.5912624033254354,45.41784888338631,2006-2012,6
25-29 years,-0.14089332828267676,0.9547374746709704,2.9719097523778073,3.112803080660484,-44.67804226707594,2006-2012,7
30-34 years,-0.7563817308430756,0.7742161128813232,2.593643554378032,3.3500252852211077,-374.2265099300258,2006-2012,8
35-39 years,-0.42661306376820485,0.8142285223714826,1.8698269991207408,2.2964400628889456,-218.72208183336454,2006-2012,9
40-44 years,-1.1497840177731313,0.5680439155643121,1.5120236501874245,2.661807667960556,-733.5781853371049,2006-2012,10
45-49 years,-0.4753383180189441,0.7277583376948911,1.2706777545916437,1.7460160726105878,-370.3144604284727,2006-2012,11
50-54 years,-0.6618424661432423,0.6248254343309781,1.1022495771513936,1.7640920432946359,-349.83809386002326,2006-2012,12
55-59 years,-0.7716471775365656,0.6011463695335597,1.1630153617868473,1.934662539323413,-507.15675821344684,2006-2012,13
60-64 years,0.4519144390775558,1.337060422464231,1.7926664495735765,1.3407520104960207,242.98314122246876,2006-2012,14
65-69 years,-0.7413684084050736,0.6104242463715807,1.161646349315698,1.9030147577207717,-294.7065456039597,2006-2012,15
70-74 years,0.2523156106159592,1.1554420892945891,1.875528549666066,1.6232129390501069,63.49583401528383,2006-2012,16
75-79 years,0.27068498765223636,1.1491035280466184,2.086101371143876,1.8154163834916395,51.68646738928245,2006-2012,17
80-84 years,0.31108449170739294,1.2127145912060318,1.7735346694015108,1.462450177694118,49.52156512165922,2006-2012,18
< 1 year,-1.2901943878658582,0.9130492792598127,13.548030952680984,14.838225340546842,-158.6269099129387,2006-2012,1
1-4 years,3.6785832020360454,2.291909350497625,6.525983602551071,2.847400400515026,1495.2151005005892,2013-2019,2
10-14 years,-2.714542520237803,0.27831299061745884,1.0468422420572858,3.761384762295089,-863.111406448803,2013-2019,4
15-19 years,3.2924300010244307,3.545048634112373,4.586090938145469,1.2936609371210384,355.5122125787167,2013-2019,5
20-24 years,0.34604715855332246,1.2068414995306955,2.019053587816657,1.6730064292633346,117.42817223563704,2013-2019,6
25-29 years,-1.6164228392298474,0.5422543390278437,1.9148456730634256,3.531268512293273,-748.2477251025202,2013-2019,7
30-34 years,-0.4236895791845692,0.8636065618877521,2.682688447857206,3.1063780270417753,-91.05274209022497,2013-2019,8
35-39 years,-0.3462179066042983,0.8434325703666411,1.8650843253800453,2.2113022319843436,-176.19360251411453,2013-2019,9
40-44 years,-0.10790555672837687,0.9397863755549148,1.6841399765343956,1.7920455332627725,-64.79309252640029,2013-2019,10
45-49 years,-0.30990100298432166,0.8562808374190019,1.8463946323292069,2.1562956353135285,-160.07019002186303,2013-2019,11
5-9 years,-4.646916694819135,0.12865585115966985,0.6861273165553665,5.3330440113745015,-975.267133815972,2013-2019,3
50-54 years,-0.7530674013215216,0.4992594653768651,0.7508400103049245,1.5039074116264461,-479.3696630837107,2013-2019,12
55-59 years,-0.10785458562022587,0.8997181162325955,0.9676595707590615,1.0755141563792874,-79.83361806287135,2013-2019,13
60-64 years,-0.26415269307764344,0.7747122633508858,0.9083598324889901,1.1725125255666335,-148.58782873694165,2013-2019,14
65-69 years,-0.1739685876589112,0.8608535011859962,1.0762862814302054,1.2502548690891166,-93.69923601738098,2013-2019,15
70-74 years,-0.1737839029771271,0.89540948112493,1.4877806905086974,1.6615645934858245,-59.970456242808986,2013-2019,16
75-79 years,0.01272636232575386,1.0096553678414995,1.3307872104122556,1.3180608480865017,2.388529750729104,2013-2019,17
80-84 years,0.7062464154049852,1.5245476115699357,2.0526378579114857,1.3463914425065004,122.86604907367715,2013-2019,18
< 1 year,-3.992261963561738,0.8694832189581974,26.59585039789065,30.58811236145239,-400.573025852201,2013-2019,1
1-4 years,-4.730712919978489,0.5017493331995634,4.763931513429308,9.494644433407798,-728.2969439867661,2020-2022,2
20-24 years,3.117499970820625,3.740999239552954,4.254858903955198,1.1373589331345735,686.0396622787622,2020-2022,6
25-29 years,0.9611489548105108,1.6399131913974008,2.463147925501545,1.5019989706910342,218.48645810961568,2020-2022,7
30-34 years,0.04172750731583985,1.0230055547489383,1.855528903162022,1.813801395846182,14.6381668790992,2020-2022,8
40-44 years,-0.24243600260803477,0.891513179597431,1.9922686528368585,2.2347046554448933,-76.41570437969123,2020-2022,10
45-49 years,-0.1780122201640424,0.9193657132187831,2.0296369979289857,2.207649218093028,-35.1002590988703,2020-2022,11
50-54 years,-0.6777372480019859,0.6059363628492681,1.0421302660430796,1.7198675140450654,-209.574188349209,2020-2022,12
55-59 years,-0.017415106161972282,0.9899707926534786,1.7190238326553269,1.7364389388172992,-5.488529184411639,2020-2022,13
60-64 years,-0.28254900830749996,0.7040480704698272,0.6721634977270099,0.9547125060345099,-86.48470545287148,2020-2022,14
65-69 years,0.32799416635031026,1.9521877875585547,0.6724579062091249,0.3444637398588147,85.31936772391623,2020-2022,15
70-74 years,0.9283959366510763,2.253908502493338,1.6687975965847994,0.7404016599337231,194.5066822665528,2020-2022,16
75-79 years,0.3430894015013092,1.4260490280528595,1.148370904123919,0.8052815026226098,47.5377126753381,2020-2022,17
80-84 years,-0.4129480272674766,0.7549888161854489,1.2724771881791657,1.6854252154466423,-34.15432843117318,2020-2022,18
