Five-Year Age Groups,Gender,Deaths,Year
< 1 year,Female,5,2000
< 1 year,Female,9,2001
< 1 year,Female,5,2003
< 1 year,Female,7,2004
< 1 year,Female,2,2005
< 1 year,Female,1,2007
< 1 year,Female,6,2008
< 1 year,Female,1,2009
< 1 year,Female,1,2010
< 1 year,Female,9,2012
< 1 year,Female,9,2013
< 1 year,Female,3,2015
< 1 year,Female,8,2016
< 1 year,Female,7,2017
< 1 year,Female,9,2019
< 1 year,Male,2,1999
< 1 year,Male,1,2000
< 1 year,Male,1,2001
< 1 year,Male,1,2002
< 1 year,Male,1,2003
< 1 year,Male,1,2004
< 1 year,Male,3,2005
< 1 year,Male,9,2006
< 1 year,Male,3,2008
< 1 year,Male,5,2009
< 1 year,Male,2,2010
< 1 year,Male,2,2011
< 1 year,Male,1,2012
< 1 year,Male,5,2014
< 1 year,Male,9,2015
< 1 year,Male,8,2016
< 1 year,Male,6,2017
< 1 year,Male,7,2019
< 1 year,Male,9,2020
1-4 years,Female,6,1999
1-4 years,Female,4,2000
1-4 years,Female,6,2001
1-4 years,Female,5,2002
1-4 years,Female,8,2004
1-4 years,Female,5,2005
1-4 years,Female,5,2006
1-4 years,Female,6,2008
1-4 years,Female,7,2009
1-4 years,Female,1,2014
1-4 years,Female,3,2015
1-4 years,Female,3,2017
1-4 years,Female,4,2019
1-4 years,Male,3,1999
1-4 years,Male,7,2000
1-4 years,Male,1,2001
1-4 years,Male,2,2002
1-4 years,Male,4,2003
1-4 years,Male,3,2004
1-4 years,Male,7,2005
1-4 years,Male,3,2006
1-4 years,Male,5,2007
1-4 years,Male,6,2008
1-4 years,Male,8,2011
1-4 years,Male,6,2012
1-4 years,Male,9,2013
1-4 years,Male,8,2014
1-4 years,Male,1,2015
1-4 years,Male,9,2016
1-4 years,Male,8,2019
5-9 years,Female,7,1999
5-9 years,Female,3,2000
5-9 years,Female,7,2001
5-9 years,Female,3,2006
5-9 years,Female,7,2015
5-9 years,Male,1,2013
5-9 years,Male,1,2014
10-14 years,Female,5,1999
10-14 years,Female,6,2001
10-14 years,Female,2,2002
10-14 years,Female,9,2007
10-14 years,Female,7,2009
10-14 years,Female,8,2010
10-14 years,Female,1,2013
10-14 years,Female,8,2015
10-14 years,Female,7,2017
10-14 years,Male,8,2002
10-14 years,Male,3,2003
10-14 years,Male,2,2005
10-14 years,Male,8,2012
10-14 years,Male,1,2016
10-14 years,Male,3,2018
10-14 years,Male,1,2019
15-19 years,Female,8,1999
15-19 years,Female,9,2007
15-19 years,Female,1,2008
15-19 years,Female,3,2012
15-19 years,Female,3,2013
15-19 years,Female,1,2019
15-19 years,Male,8,1999
15-19 years,Male,5,2000
15-19 years,Male,7,2006
15-19 years,Male,9,2009
15-19 years,Male,5,2012
15-19 years,Male,8,2015
15-19 years,Male,5,2020
20-24 years,Female,2,1999
20-24 years,Female,8,2005
20-24 years,Female,1,2006
20-24 years,Female,6,2007
20-24 years,Female,1,2008
20-24 years,Female,5,2014
20-24 years,Female,1,2015
20-24 years,Female,3,2016
20-24 years,Male,2,1999
20-24 years,Male,2,2000
20-24 years,Male,1,2003
20-24 years,Male,4,2012
20-24 years,Male,4,2015
20-24 years,Male,4,2018
20-24 years,Male,4,2019
20-24 years,Male,9,2020
25-29 years,Female,4,2001
25-29 years,Female,6,2002
25-29 years,Female,8,2008
25-29 years,Female,2,2010
25-29 years,Female,7,2011
25-29 years,Female,6,2012
25-29 years,Female,7,2016
25-29 years,Female,4,2020
25-29 years,Male,1,1999
25-29 years,Male,5,2002
25-29 years,Male,9,2005
25-29 years,Male,6,2007
25-29 years,Male,4,2010
25-29 years,Male,8,2011
25-29 years,Male,2,2013
25-29 years,Male,7,2015
25-29 years,Male,1,2017
25-29 years,Male,7,2018
30-34 years,Female,7,1999
30-34 years,Female,7,2001
30-34 years,Female,6,2005
30-34 years,Female,5,2007
30-34 years,Female,8,2012
30-34 years,Female,5,2015
30-34 years,Female,5,2016
30-34 years,Female,8,2017
30-34 years,Female,8,2018
30-34 years,Female,4,2020
30-34 years,Male,2,1999
30-34 years,Male,7,2000
30-34 years,Male,5,2001
30-34 years,Male,2,2002
30-34 years,Male,4,2003
30-34 years,Male,1,2005
30-34 years,Male,7,2006
30-34 years,Male,2,2008
30-34 years,Male,6,2009
30-34 years,Male,5,2010
30-34 years,Male,7,2011
30-34 years,Male,9,2013
30-34 years,Male,3,2014
30-34 years,Male,9,2020
35-39 years,Female,6,1999
35-39 years,Female,3,2000
35-39 years,Female,6,2001
35-39 years,Female,4,2002
35-39 years,Female,1,2006
35-39 years,Female,8,2007
35-39 years,Female,5,2008
35-39 years,Female,2,2009
35-39 years,Female,8,2010
35-39 years,Female,6,2011
35-39 years,Female,4,2016
35-39 years,Female,6,2018
35-39 years,Female,5,2019
35-39 years,Male,2,1999
35-39 years,Male,6,2000
35-39 years,Male,9,2001
35-39 years,Male,6,2002
35-39 years,Male,8,2004
35-39 years,Male,8,2005
35-39 years,Male,1,2006
35-39 years,Male,6,2007
35-39 years,Male,1,2008
35-39 years,Male,6,2009
35-39 years,Male,8,2011
35-39 years,Male,2,2013
35-39 years,Male,3,2014
35-39 years,Male,9,2015
35-39 years,Male,6,2016
35-39 years,Male,2,2017
35-39 years,Male,3,2020
40-44 years,Female,3,1999
40-44 years,Female,7,2002
40-44 years,Female,8,2003
40-44 years,Female,2,2004
40-44 years,Female,6,2005
40-44 years,Female,7,2006
40-44 years,Female,4,2007
40-44 years,Female,7,2008
40-44 years,Female,7,2009
40-44 years,Female,9,2012
40-44 years,Female,5,2013
40-44 years,Female,1,2017
40-44 years,Female,7,2018
40-44 years,Female,4,2019
40-44 years,Female,9,2020
40-44 years,Male,7,1999
40-44 years,Male,7,2000
40-44 years,Male,3,2001
40-44 years,Male,7,2002
40-44 years,Male,6,2003
40-44 years,Male,1,2004
40-44 years,Male,7,2005
40-44 years,Male,2,2006
40-44 years,Male,1,2007
40-44 years,Male,9,2008
40-44 years,Male,8,2009
40-44 years,Male,3,2010
40-44 years,Male,2,2011
40-44 years,Male,2,2013
40-44 years,Male,3,2014
40-44 years,Male,7,2015
40-44 years,Male,7,2016
40-44 years,Male,3,2017
40-44 years,Male,4,2019
40-44 years,Male,3,2020
45-49 years,Female,2,1999
45-49 years,Female,2,2000
45-49 years,Female,3,2002
45-49 years,Female,9,2003
45-49 years,Female,7,2004
45-49 years,Female,9,2005
45-49 years,Female,3,2006
45-49 years,Female,8,2007
45-49 years,Female,2,2008
45-49 years,Female,6,2009
45-49 years,Female,7,2010
45-49 years,Female,6,2011
45-49 years,Female,6,2013
45-49 years,Female,3,2015
45-49 years,Female,9,2016
45-49 years,Female,9,2018
45-49 years,Female,3,2019
45-49 years,Female,6,2020
45-49 years,Male,1,1999
45-49 years,Male,2,2000
45-49 years,Male,5,2001
45-49 years,Male,3,2002
45-49 years,Male,1,2003
45-49 years,Male,9,2004
45-49 years,Male,4,2005
45-49 years,Male,1,2006
45-49 years,Male,1,2007
45-49 years,Male,7,2008
45-49 years,Male,1,2009
45-49 years,Male,9,2010
45-49 years,Male,1,2011
45-49 years,Male,9,2012
45-49 years,Male,9,2013
45-49 years,Male,8,2014
45-49 years,Male,2,2015
45-49 years,Male,6,2017
45-49 years,Male,3,2019
45-49 years,Male,6,2020
50-54 years,Female,6,1999
50-54 years,Female,3,2001
50-54 years,Female,5,2003
50-54 years,Female,6,2004
50-54 years,Female,9,2005
50-54 years,Female,5,2007
50-54 years,Female,7,2008
50-54 years,Female,2,2009
50-54 years,Female,7,2011
50-54 years,Female,9,2012
50-54 years,Female,3,2013
50-54 years,Female,5,2014
50-54 years,Female,4,2015
50-54 years,Female,3,2016
50-54 years,Female,9,2017
50-54 years,Female,6,2018
50-54 years,Male,6,1999
50-54 years,Male,7,2000
50-54 years,Male,3,2002
50-54 years,Male,9,2003
50-54 years,Male,3,2004
50-54 years,Male,2,2005
50-54 years,Male,4,2006
50-54 years,Male,2,2007
50-54 years,Male,2,2008
50-54 years,Male,4,2009
50-54 years,Male,8,2011
50-54 years,Male,5,2014
50-54 years,Male,2,2015
50-54 years,Male,1,2016
50-54 years,Male,2,2017
50-54 years,Male,1,2018
50-54 years,Male,5,2019
50-54 years,Male,7,2020
55-59 years,Female,5,1999
55-59 years,Female,8,2001
55-59 years,Female,6,2002
55-59 years,Female,4,2003
55-59 years,Female,8,2004
55-59 years,Female,9,2006
55-59 years,Female,9,2007
55-59 years,Female,9,2008
55-59 years,Female,2,2009
55-59 years,Female,6,2010
55-59 years,Female,6,2011
55-59 years,Female,6,2012
55-59 years,Female,7,2014
55-59 years,Female,5,2015
55-59 years,Female,2,2016
55-59 years,Female,1,2017
55-59 years,Female,4,2018
55-59 years,Female,6,2019
55-59 years,Female,6,2020
55-59 years,Male,3,1999
55-59 years,Male,1,2000
55-59 years,Male,1,2001
55-59 years,Male,8,2002
55-59 years,Male,5,2004
55-59 years,Male,3,2005
55-59 years,Male,7,2006
55-59 years,Male,1,2007
55-59 years,Male,7,2008
55-59 years,Male,6,2009
55-59 years,Male,1,2010
55-59 years,Male,7,2011
55-59 years,Male,1,2012
55-59 years,Male,1,2013
55-59 years,Male,3,2014
55-59 years,Male,9,2015
55-59 years,Male,7,2016
55-59 years,Male,1,2017
55-59 years,Male,2,2018
55-59 years,Male,5,2019
55-59 years,Male,6,2020
60-64 years ,Female,7,1999
60-64 years ,Female,5,2000
60-64 years ,Female,3,2001
60-64 years ,Female,8,2002
60-64 years ,Female,3,2003
60-64 years ,Female,8,2004
60-64 years ,Female,3,2006
60-64 years ,Female,1,2007
60-64 years ,Female,8,2008
60-64 years ,Female,5,2010
60-64 years ,Female,6,2011
60-64 years ,Female,5,2012
60-64 years ,Female,4,2013
60-64 years ,Female,3,2014
60-64 years ,Female,5,2015
60-64 years ,Female,5,2016
60-64 years ,Female,2,2017
60-64 years ,Female,8,2018
60-64 years ,Female,7,2019
60-64 years ,Female,3,2020
60-64 years ,Male,2,1999
60-64 years ,Male,9,2000
60-64 years ,Male,5,2001
60-64 years ,Male,7,2002
60-64 years ,Male,2,2003
60-64 years ,Male,6,2004
60-64 years ,Male,5,2005
60-64 years ,Male,7,2006
60-64 years ,Male,1,2007
60-64 years ,Male,9,2008
60-64 years ,Male,9,2009
60-64 years ,Male,8,2010
60-64 years ,Male,2,2011
60-64 years ,Male,9,2012
60-64 years ,Male,1,2013
60-64 years ,Male,2,2015
60-64 years ,Male,3,2016
60-64 years ,Male,6,2017
60-64 years ,Male,3,2018
60-64 years ,Male,9,2019
60-64 years ,Male,1,2020
65-69 years,Female,3,1999
65-69 years,Female,1,2001
65-69 years,Female,8,2002
65-69 years,Female,1,2003
65-69 years,Female,5,2004
65-69 years,Female,7,2005
65-69 years,Female,7,2006
65-69 years,Female,5,2007
65-69 years,Female,9,2008
65-69 years,Female,5,2009
65-69 years,Female,5,2010
65-69 years,Female,4,2011
65-69 years,Female,8,2013
65-69 years,Female,8,2014
65-69 years,Female,2,2015
65-69 years,Female,5,2016
65-69 years,Female,4,2017
65-69 years,Female,8,2018
65-69 years,Female,1,2019
65-69 years,Female,1,2020
65-69 years,Male,6,1999
65-69 years,Male,3,2000
65-69 years,Male,2,2001
65-69 years,Male,8,2002
65-69 years,Male,3,2004
65-69 years,Male,4,2005
65-69 years,Male,4,2006
65-69 years,Male,5,2007
65-69 years,Male,6,2008
65-69 years,Male,1,2009
65-69 years,Male,2,2010
65-69 years,Male,4,2011
65-69 years,Male,4,2012
65-69 years,Male,1,2013
65-69 years,Male,2,2014
65-69 years,Male,3,2015
65-69 years,Male,4,2016
65-69 years,Male,9,2017
65-69 years,Male,6,2018
65-69 years,Male,8,2019
65-69 years,Male,5,2020
70-74 years,Female,7,2000
70-74 years,Female,9,2001
70-74 years,Female,9,2002
70-74 years,Female,5,2003
70-74 years,Female,7,2004
70-74 years,Female,3,2005
70-74 years,Female,7,2006
70-74 years,Female,3,2007
70-74 years,Female,3,2008
70-74 years,Female,8,2010
70-74 years,Female,4,2011
70-74 years,Female,5,2012
70-74 years,Female,2,2013
70-74 years,Female,3,2014
70-74 years,Female,8,2015
70-74 years,Female,8,2016
70-74 years,Female,8,2017
70-74 years,Female,9,2018
70-74 years,Female,9,2019
70-74 years,Female,5,2020
70-74 years,Male,7,1999
70-74 years,Male,8,2000
70-74 years,Male,6,2001
70-74 years,Male,2,2002
70-74 years,Male,8,2003
70-74 years,Male,2,2004
70-74 years,Male,4,2005
70-74 years,Male,6,2006
70-74 years,Male,2,2007
70-74 years,Male,3,2008
70-74 years,Male,8,2010
70-74 years,Male,6,2011
70-74 years,Male,9,2012
70-74 years,Male,3,2014
