Gender,Year,yrs_lost
Female,2000,405.23407420494794
Female,2001,418.81392604949355
Female,2002,437.3580785810289
Female,2003,443.56548875747734
Female,2004,448.40039477624504
Female,2005,433.27109155873313
Female,2006,440.5879635225115
Female,2007,435.3602211823791
Female,2008,442.963492050185
Female,2009,445.87591882221386
Female,2010,421.19974277511255
Female,2011,420.2945678752927
Female,2012,411.34842381064254
Female,2013,415.97258629122143
Female,2014,417.1594462677747
Female,2015,408.10903513309114
Female,2016,402.25886335906387
Female,2017,386.3818539087564
Female,2018,374.3950255830811
Female,2019,354.2153655340375
Female,2020,357.69533764026386
Female,2021,363.0772489335722
Female,2022,371.1671157767368
Male,2000,608.1475748692523
Male,2001,611.9281748614185
Male,2002,632.9936189540321
Male,2003,624.9306549281121
Male,2004,618.2612731288201
Male,2005,602.5002453289845
Male,2006,597.6726271397021
Male,2007,580.9894623908029
Male,2008,572.6086117644277
Male,2009,572.8421179087985
Male,2010,541.4971262370801
Male,2011,531.8031086527993
Male,2012,523.6361325987335
Male,2013,528.4429583498011
Male,2014,517.392987519285
Male,2015,515.9439352253975
Male,2016,498.06899639938683
Male,2017,470.7152180393318
Male,2018,457.10461241099904
Male,2019,435.27196331686656
Male,2020,442.59424145122625
Male,2021,434.1537771980077
Male,2022,443.6775065708614
