Gender	Year	AA_rate	Deaths	Population	Crude Rate
F	2000	23.9631810320482	36885	140355754	26.279649354454
F	2001	23.9126499070241	37363	142026033	26.3071489154386
F	2002	24.1041433186605	38152	143317188	26.6206730207405
F	2003	23.5918782179175	37784	144551061	26.1388603712843
F	2004	22.7731927115165	36923	145810702	25.3225582851936
F	2005	23.0701734562515	37843	147070066	25.7312728750662
F	2006	21.8161335841597	36150	148385108	24.3622830398856
F	2007	21.0902082572777	35380	149720044	23.6307705065863
F	2008	20.6661567185562	35110	151070989	23.2407295619148
F	2009	19.7451042918314	33966	152332121	22.2973328126902
F	2010	19.3375440711322	33619	153260458	21.9358603247812
F	2011	20.237247301487	35834	154457950	23.1998417692323
F	2012	19.6921836267409	35486	155498676	22.8207730849104
F	2013	19.9367281987981	36550	156478230	23.3578817960812
F	2014	20.0601894025133	37480	157867207	23.7414727936499
F	2015	20.5404013297195	39175	159076660	24.6264914035786
F	2016	20.4776193323	39826	159893102	24.9078912735085
F	2017	20.8655756826101	41561	161122046	25.7947320256844
F	2018	21.0112448792352	42806	161819945	26.4528578352934
F	2019	21.4042402455882	44670	162353729	27.5139969221157
F	2020	24.8191757916923	52810	162984194	32.401914997966
F	2021	26.250226100365	55668	163709190	34.0041997642283
F	2022	25.5843057139579	55878	163801963	34.1131442973
M	2000	29.4406967840105	35370	136826565	25.8502433354225
M	2001	29.733892856335	36591	138630428	26.3946382680143
M	2002	30.3105506547696	38117	139939197	27.2382583415853
M	2003	30.7595357322794	39424	141090696	27.9423102427675
M	2004	30.0506071272372	39244	142448713	27.5495644527164
M	2005	30.6032421232043	40812	143753234	28.39031781365
M	2006	29.5014254221089	40114	145128875	27.6402611127524
M	2007	28.9219180476516	40146	146471618	27.4087229650184
M	2008	28.2586894078774	40107	147827137	27.1310131643827
M	2009	27.7109318821751	40225	149072107	26.9835858696221
M	2010	27.5074799975521	40600	149991647	27.0681740030497
M	2011	28.6552293657503	43415	151396794	28.6763007676371
M	2012	28.4048490975702	44043	152528034	28.8753475967572
M	2013	28.9171088303974	45843	153609820	29.8437951427845
M	2014	29.5053981595992	47982	154827618	30.9905949725326
M	2015	30.3693927848992	50612	156054999	32.4321555376768
M	2016	30.5161460963191	51844	156854080	33.0523758132399
M	2017	31.6857190843972	55258	158128450	34.9450083144431
M	2018	32.3021474738989	57639	158802986	36.2959170049863
M	2019	33.4575897603082	61120	159280836	38.3724756442137
M	2020	38.4923308900198	71548	159841509	44.7618396795791
M	2021	39.8502528228231	75415	162208799	46.4925456972282
M	2022	38.9069718087191	75098	162999726	46.0724700850111
