Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2013	63	7790614	0.808665401725718
1-4 years	F	2014	61	7790662	0.782988660013745
1-4 years	F	2015	56	7786776	0.719167984285152
1-4 years	F	2016	67	7800517	0.858917428165338
1-4 years	F	2017	65	7818747	0.831335251031911
1-4 years	F	2018	55	7798370	0.705275589642451
1-4 years	F	2019	37	7719541	0.479303108824735
1-4 years	M	2013	75	8135691	0.921863920348007
1-4 years	M	2014	84	8137871	1.03221100457355
1-4 years	M	2015	58	8142467	0.712314830382487
1-4 years	M	2016	74	8156375	0.907265789030053
1-4 years	M	2017	71	8180818	0.867883871759523
1-4 years	M	2018	54	8163697	0.661465020076076
1-4 years	M	2019	63	8074090	0.78027369028584
10-14 years	F	2013	41	10097931	0.406023768631416
10-14 years	F	2014	42	10120287	0.415007993350386
10-14 years	F	2015	48	10101942	0.47515616304271
10-14 years	F	2016	35	10099501	0.346551775181764
10-14 years	F	2017	51	10173382	0.501308217857149
10-14 years	F	2018	50	10220687	0.489203905764847
10-14 years	F	2019	41	10180007	0.40275021421891
10-14 years	M	2013	52	10552523	0.492773150079844
10-14 years	M	2014	60	10551219	0.568654673929145
10-14 years	M	2015	59	10520388	0.560815817819647
10-14 years	M	2016	49	10518732	0.465835615927851
10-14 years	M	2017	62	10605072	0.584625922388834
10-14 years	M	2018	41	10658840	0.384657242251502
10-14 years	M	2019	66	10618261	0.621570707293784
15-19 years	F	2013	68	10312774	0.659376419962272
15-19 years	F	2014	79	10283624	0.768211673238928
15-19 years	F	2015	83	10311036	0.804962760289073
15-19 years	F	2016	83	10328153	0.803628683657184
15-19 years	F	2017	93	10331169	0.900188545942865
15-19 years	F	2018	88	10322313	0.852522104299686
15-19 years	F	2019	100	10308963	0.970029672237644
15-19 years	M	2013	103	10846190	0.94964222459684
15-19 years	M	2014	99	10784023	0.918024748278078
15-19 years	M	2015	86	10797867	0.796453595881483
15-19 years	M	2016	106	10801846	0.981313749520221
15-19 years	M	2017	94	10800491	0.870330802553328
15-19 years	M	2018	100	10774908	0.92808217016795
15-19 years	M	2019	87	10745607	0.809633183123112
20-24 years	F	2013	169	11116473	1.52026636506021
20-24 years	F	2014	192	11172747	1.71846726682346
20-24 years	F	2015	163	11071459	1.47225401819218
20-24 years	F	2016	171	10889963	1.57025326899641
20-24 years	F	2017	167	10769493	1.55067652674086
20-24 years	F	2018	183	10672032	1.71476247447534
20-24 years	F	2019	177	10568188	1.67483772998739
20-24 years	M	2013	211	11678965	1.80666694351768
20-24 years	M	2014	213	11739427	1.81439860735963
20-24 years	M	2015	220	11667854	1.88552239340671
20-24 years	M	2016	194	11491065	1.68826823275301
20-24 years	M	2017	213	11349142	1.87679385807315
20-24 years	M	2018	209	11201547	1.86581371305231
20-24 years	M	2019	224	11064752	2.02444663920167
25-29 years	F	2013	238	10620319	2.24098729991067
25-29 years	F	2014	230	10826549	2.1244073249934
25-29 years	F	2015	250	11052155	2.26200229728953
25-29 years	F	2016	255	11259410	2.26477231044966
25-29 years	F	2017	295	11468230	2.5723237151679
25-29 years	F	2018	284	11542918	2.46038306778234
25-29 years	F	2019	265	11504446	2.30345728946878
25-29 years	M	2013	336	10959879	3.06572727673362
25-29 years	M	2014	354	11161389	3.17164825990744
