Gender,Year,yrs_lost
Female,2000,997.4179636133794
Female,2001,1022.376034965991
Female,2002,1069.0569301716716
Female,2003,1082.8707595209314
Female,2004,1120.3893741702846
Female,2005,1103.6328305796883
Female,2006,1135.9439053681199
Female,2007,1143.5158916948646
Female,2008,1105.692523340207
Female,2009,1097.2033776202024
Female,2010,1115.6265988132693
Female,2011,1141.8938753515238
Female,2012,1148.4461660681727
Female,2013,1153.679376239946
Female,2014,1178.9187083105219
Female,2015,1241.3771658279081
Female,2016,1348.8879006421366
Female,2017,1395.2323931519054
Female,2018,1364.9483195606954
Female,2019,1366.781365041124
Female,2020,1502.1562145176279
Female,2021,1647.6236587447934
Female,2022,1635.9642318971496
Male,2000,2504.7086995115064
Male,2001,2567.561040018048
Male,2002,2643.6313255178
Male,2003,2657.845796502537
Male,2004,2685.4739477566204
Male,2005,2736.040350671933
Male,2006,2805.2761242030247
Male,2007,2809.92062438854
Male,2008,2737.9723015567597
Male,2009,2624.672405819912
Male,2010,2634.527933934258
Male,2011,2689.624836380972
Male,2012,2692.9291370918677
Male,2013,2679.6212742919984
Male,2014,2739.522726205375
Male,2015,2927.702473695025
Male,2016,3218.9489405166532
Male,2017,3342.29788853025
Male,2018,3269.610329873869
Male,2019,3334.4104993747355
Male,2020,3786.958162546678
Male,2021,3995.117314861444
Male,2022,4010.7560584288203
