age_cat,excess_yrs_lost,ratio_excess_yrs_lost,male_years_lost,female_years_lost,exc_pll_number,Year,age
65-69 years,968.7948230067831,2.2146246768121403,1766.4032048399654,797.6083818331823,521791.525670753,2013-2019,15
70-74 years,769.3974105873144,1.9550317133145028,1575.0223965022515,805.624985914937,303089.4067163562,2013-2019,16
75-79 years,743.9933745753914,1.7563508942872283,1727.65503240488,983.6616578294887,197890.53462127206,2013-2019,17
80-84 years,706.6431522233925,1.550839151784039,1989.4916025100886,1282.848450286696,122935.06958031123,2013-2019,18
< 1 year,703.4472938261247,1.2444365033998672,3581.2797126419578,2877.832418815833,98616.0510183504,2013-2019,1
1-4 years,260.27076679122047,1.3653183442959644,972.7199795259659,712.4492127347454,60768.26328493495,2020-2022,2
10-14 years,265.2721977667804,1.5869384851566102,717.231311839866,451.9591140730856,85643.24576877206,2020-2022,4
15-19 years,2698.7281131988498,2.817320299707609,4183.7322226192155,1485.0041094203657,885172.4580132681,2020-2022,5
20-24 years,4738.999195400949,3.0213263630960974,7083.498966403861,2344.499771002912,1592686.2616697717,2020-2022,6
25-29 years,5235.605155418902,2.928187486866849,7950.903948238237,2715.2987928193347,1811882.0017880043,2020-2022,7
30-34 years,5130.912611576717,2.7841510377066117,8006.741228739145,2875.8286171624286,1799943.4876816578,2020-2022,8
35-39 years,4404.454945912345,2.600467028491441,7156.4360036313965,2751.9810577190524,1475656.2966491731,2020-2022,9
40-44 years,3681.07358294406,2.5265650983410164,6092.4175779983425,2411.3439950542825,1160272.5159964405,2020-2022,10
45-49 years,2925.644365454448,2.426225240853269,4976.964368530624,2051.320003076176,865804.9537573103,2020-2022,11
5-9 years,88.59781471223647,1.2884721136308221,395.72564622811484,307.12783151587837,27425.326849297766,2020-2022,3
50-54 years,2490.5672075082166,2.333268531291562,4358.583401586957,1868.0161940787405,770148.9073847701,2020-2022,12
55-59 years,2233.7979837831845,2.365570481769921,3869.5963651951424,1635.7983814119582,704001.762150923,2020-2022,13
60-64 years,1807.1904522310813,2.4493663772800174,3054.0735596083764,1246.8831073772951,553158.3171877585,2020-2022,14
65-69 years,1278.7475149147522,2.3598996456966628,2219.0724270958,940.3249121810476,332633.74975556973,2020-2022,15
70-74 years,903.4639564574345,2.0299408226051696,1780.6638271958136,877.1998707383791,189283.22473258985,2020-2022,16
75-79 years,793.0873539775848,1.7435047051782993,1859.7750944235518,1066.687740445967,109888.43897495541,2020-2022,17
80-84 years,770.4155557896788,1.5592878227099334,2147.9094408822634,1377.4938850925846,63719.94581265289,2020-2022,18
< 1 year,716.4962705419143,1.2294895689935637,3838.626281435826,3122.1300108939117,40213.424833792,2020-2022,1
